,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,80.2371233,0.5271655,5705.9976,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,80.1276191,0.7485772,2841.5738,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,76.3627453,0.9414725,2036.4008,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,78.9241383,0.3553087,13175.9995,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,72.4436723,0.4378056,10414.9991,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,69.9772891,0.7388008,3849.0394,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,80.131269,0.6263293,4058.5104,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,76.3961303,0.4027117,11119.0063,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,81.3780827,1.2460729,975.989,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,72.4001112,0.6153605,5277.0027,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,72.8531335,1.5008182,878.0349,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,69.6283803,0.6345346,5252.2285,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,75.0598697,0.3153595,18823.252,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,78.1796855,0.8228857,2519.2766,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,78.1397705,0.4505012,8416.5657,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,82.6680229,1.3234755,818.001,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,81.7582292,0.4687721,6786.9537,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,76.6563451,0.5765656,5382.9397,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,71.1262002,0.9641593,2209.2049,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-02-12,2021-03-17,33,69.3749672,1.794602,659.6948,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,74.9060989,1.4959016,840.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,66.6497292,0.7538762,3911.0888,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,70.3933146,0.8733312,2732.5197,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,77.4209071,0.5704238,5372.4141,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,82.0088275,0.2537743,22909.9893,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,79.6203326,0.5778387,4859.6823,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,83.7565324,0.6079471,3681.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,91.2257205,1.3351843,449.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,79.2971326,1.2133953,1115.0219,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,72.2939583,0.3373126,17604.0003,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,69.1279857,0.5711145,6542.9337,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,84.2629496,1.103484,1089.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,75.1666786,0.7033339,3773.4364,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,68.8441349,1.0883729,1810.7201,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,78.8095346,0.394474,10732.0462,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,71.1157857,0.5947025,5808.0059,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,74.0819679,0.8291792,2792.6576,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,71.4723607,0.7089736,4056.4285,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,66.456557,0.756561,3894.5529,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,85.3266263,0.5134049,4750.011,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,82.7083548,0.5779915,4280.9767,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,79.467422,0.9139877,1953.2234,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,74.7659525,0.4110507,11166.0585,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,80.8126924,0.5907672,4442.8414,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,72.9476838,0.6301981,4968.9182,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,66.8322624,0.9402726,2507.2317,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,73.2560271,1.1878297,1388.5481,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,73.4172613,0.4680414,8909.009,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,73.0476335,1.7094411,673.7438,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,77.1258291,0.9928768,1789.5938,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,78.3789021,1.0107518,1658.7766,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,80.1565729,0.5224629,5826.9979,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,79.8755673,0.7459711,2888.6413,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,75.8592253,0.9511334,2024.3088,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,78.853047,0.3539385,13310.9998,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,72.5004379,0.4337523,10596.9994,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,70.3240349,0.7298162,3918.1549,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,80.1010714,0.6280154,4041.3586,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,77.0447055,0.3961067,11272.0061,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,80.701245,1.2498549,996.989,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,72.0939578,0.6121414,5369.0027,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,72.54189,1.4780675,911.7399,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,69.3853566,0.6291451,5366.553,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,74.7030265,0.3142744,19133.2454,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,79.063403,0.8026624,2569.3056,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,77.9347897,0.4480084,8567.7557,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,83.4215816,1.2755604,850.0011,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,81.8318065,0.4654374,6862.9589,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,75.7912547,0.5811901,5431.9398,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,71.2981369,0.9549005,2244.2543,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-02-13,2021-03-17,32,69.3707212,1.7773442,672.6202,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,76.3542866,1.4514514,857.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,66.3280366,0.7582959,3884.0804,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,69.9690289,0.8794906,2716.5196,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,77.6567398,0.5663344,5409.7822,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,81.9451393,0.2536429,22997.0459,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,80.0976433,0.5712733,4884.6826,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,83.9380964,0.6062663,3668.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,88.6351265,1.5045452,445.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,79.0208874,1.213364,1126.0219,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,72.1643143,0.3372902,17656.9996,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,68.6209422,0.5695498,6637.9373,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,84.0853981,1.1095411,1087.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,76.1760533,0.6947821,3759.5419,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,69.6935816,1.0773616,1819.7192,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,78.746759,0.3942215,10769.0459,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,70.7167685,0.5975256,5800.0056,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,73.6866598,0.8297018,2816.5716,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,71.6352635,0.70792,4054.4996,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,66.0038551,0.7597335,3887.5534,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,84.6392194,0.5235035,4744.012,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,82.3677127,0.5845741,4249.9769,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,78.2166027,0.9386076,1934.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,75.1896128,0.4081907,11196.0591,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,80.5345512,0.5971035,4396.9086,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,72.5367185,0.6286372,5040.9248,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,66.7224273,0.9339011,2545.785,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,73.3830708,1.1851713,1390.5658,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,73.7791694,0.4645569,8964.0099,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,69.9772185,1.7502242,685.8359,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,77.3015934,0.9865935,1802.6331,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,78.9726266,0.9977754,1668.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,80.6543128,0.516538,5847.9977,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,79.2519323,0.7536271,2895.1729,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,75.81228,0.9620494,1981.2523,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,79.2203843,0.351892,13293.9997,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,72.2901566,0.4351248,10579.9997,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,70.373784,0.7275797,3938.4553,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,79.9827953,0.6319207,4009.3583,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,77.3830528,0.3940391,11272.006,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,80.438425,1.2475578,1010.988,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,71.2088784,0.6156555,5409.0035,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,73.0912975,1.474661,904.4281,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,68.9592503,0.6311521,5373.4924,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,74.7518455,0.3134782,19206.0021,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,78.8240429,0.803035,2588.4082,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,78.0759249,0.449793,8460.8309,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,84.2327041,1.2544331,844.001,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,81.6791588,0.4650589,6918.9601,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,76.435567,0.5765794,5417.94,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,72.1330081,0.9470257,2241.3034,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-02-14,2021-03-17,31,69.3399952,1.7925444,661.6315,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,76.6205512,1.4341042,871.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,66.4535842,0.7482149,3982.0966,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,70.6984261,0.8740955,2711.3333,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,78.5936548,0.5513017,5535.429,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,81.6702407,0.2531693,23356.0009,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,79.9618527,0.5702299,4927.6567,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,84.5814667,0.5853623,3806.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,89.1709587,1.4568037,455.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,79.5134727,1.1865475,1157.0146,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,72.2169968,0.3340988,17974.9993,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,68.4105532,0.5645315,6780.9214,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,84.6248416,1.087583,1100.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,75.5991103,0.6946955,3822.3761,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,69.4016677,1.0561618,1903.736,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,78.3759012,0.3928784,10980.0463,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,71.0094952,0.590891,5895.9998,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,74.2436269,0.8116638,2902.6291,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,72.3092077,0.6963897,4128.8049,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,66.0089305,0.7594927,3889.7378,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,84.903901,0.5129637,4871.0115,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,82.4981579,0.5748755,4368.9837,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,78.2031383,0.9229141,2001.2234,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,75.0238262,0.4058867,11374.0584,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,80.2411911,0.5923339,4518.8189,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,72.9309818,0.6177556,5173.1044,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,67.783672,0.9140165,2613.9244,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,73.3461074,1.1861273,1389.5529,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,74.0548523,0.4573174,9187.0104,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,68.891634,1.7361017,711.0389,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,77.8512171,0.9673433,1842.6975,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,79.6523923,0.9707783,1719.7766,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,80.7702858,0.5125171,5912.9971,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,79.3490873,0.7447316,2954.4839,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,75.1677803,0.9553124,2045.2972,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,79.0168918,0.3496367,13563.0002,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,72.2585726,0.4303632,10823.0046,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,71.1881402,0.7149694,4012.3983,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,79.76194,0.6330209,4028.3622,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,77.284854,0.3905924,11507.0059,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,81.5664555,1.1972225,1048.9885,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,70.3340802,0.6119911,5571.004,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,72.9438616,1.4526653,935.2408,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,68.9870415,0.6221617,5527.1872,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,74.4841291,0.3192598,18646.0049,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,79.0898013,0.7875349,2666.4841,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,78.2805123,0.4458893,8551.6358,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,84.6902188,1.2438809,838.0012,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,81.7075537,0.4605061,7047.9581,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,76.6336824,0.5678629,5552.9395,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,71.7444429,0.9401791,2293.3531,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-02-15,2021-03-17,30,69.1659628,1.7624064,686.6109,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,78.3979313,1.3864749,881.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,66.5440124,0.7359793,4110.0926,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,71.2066183,0.8720885,2695.8266,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,78.4012242,0.5513993,5569.5434,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,82.0102423,0.2492225,23753.0316,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,80.4750827,0.5603227,5004.6558,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,84.8570096,0.5751883,3884.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,89.3487611,1.4640397,444.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,77.9775359,1.2182871,1157.0073,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,72.6974005,0.3300014,18225.999,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,68.3864564,0.5619194,6846.9189,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,84.7545459,1.0912816,1085.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,75.7191528,0.6894038,3868.3189,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,69.0985,1.0529836,1925.7724,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,78.2325488,0.3938717,10977.0457,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,71.0606675,0.5881431,5944.9999,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,74.0018515,0.8065143,2957.7456,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,72.3660872,0.6982608,4101.4947,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,66.5864806,0.758662,3865.553,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,84.7822245,0.5117764,4926.012,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,82.7794983,0.5663667,4443.9908,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,79.0596077,0.9048054,2022.2234,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,75.1690116,0.4042983,11419.0248,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,80.3027731,0.5908461,4530.9248,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,72.7900498,0.6207042,5140.7963,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,68.0362293,0.9058974,2649.9655,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,73.497877,1.1776594,1404.4815,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,73.983284,0.4541077,9334.0101,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,68.289676,1.7353702,719.0705,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,78.3403087,0.9425614,1909.9335,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,80.0660695,0.9605627,1729.7766,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,80.6280693,0.5136518,5919.9972,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,80.1916087,0.7287092,2991.3666,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-02-16,2021-03-17,29,75.1609763,0.9428145,2100.2665,state,fb-survey
