,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
15,in,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,76.3166223,0.5732574,5500.0088,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,80.0471199,0.7707116,2688.856,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,75.2814786,0.7110517,3680.5118,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,73.5215481,0.7637717,3337.1838,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,87.6739128,0.4804828,4681.013,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,86.7977823,0.5347714,4006.9981,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,81.9072972,0.8962204,1845.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,78.1961121,0.3952094,10916.024,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,81.835094,0.6011952,4112.839,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,75.6094457,0.6330581,4601.6185,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,70.6865838,0.936771,2361.2205,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,74.3686306,1.2262582,1267.6453,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,78.2308482,0.4576543,8131.0101,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,74.9270833,1.6725356,671.5726,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,77.6137324,0.9907899,1769.9342,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,84.8325727,0.8895636,1626.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,85.2175595,0.4649596,5826.9974,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,82.8707179,0.7252162,2699.0149,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,78.669763,0.9309202,1936.3265,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,84.6267005,0.3250011,12317.0003,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,75.7057664,0.4317194,9867.9957,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,75.4002312,0.759922,3211.9273,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,81.279441,0.6369862,3750.0712,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,80.2743662,0.3811802,10898.0072,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,86.5845141,1.0848448,986.987,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,76.4595104,0.6075633,4876.0027,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,78.8408513,1.3624871,898.6378,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,72.0637796,0.6311089,5054.4748,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,78.7343219,0.3131397,17075.2511,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,79.764898,0.8301705,2341.9769,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,81.2677255,0.4531606,7413.1765,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,89.1575319,1.1033988,794.0013,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,83.6902332,0.4570596,6533.9648,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,77.9117134,0.5793081,5127.9716,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,76.0927108,0.9452282,2036.1043,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-03-19,2021-03-24,5,69.6932586,1.8624909,608.894,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,77.4471139,1.5022188,774.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,71.8182876,0.7618482,3487.1088,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,74.0450781,0.8822136,2469.2692,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,79.8145582,0.5698729,4960.9442,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,85.5623397,0.2350185,22365.3328,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,82.2113534,0.5604623,4655.6676,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,87.1143569,0.5496169,3716.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,92.5203175,1.3731789,367.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,82.2757105,1.1467123,1109.0,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,76.7464998,0.3283287,16554.9983,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,74.1863208,0.5635479,6029.928,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,88.1346773,1.0282886,989.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,77.8466858,0.6973758,3546.0519,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,74.2385892,1.0286364,1807.4887,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,82.7497591,0.3727436,10274.045,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,75.7331007,0.5772672,5515.0089,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,79.3886402,0.7756181,2720.0018,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,74.78137,0.7101495,3739.515,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,72.3270076,0.7770062,3315.1841,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,87.687744,0.4779592,4726.013,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,87.1420761,0.5211165,4125.9981,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,80.7207224,0.9076573,1889.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,78.757968,0.3891197,11049.0321,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,82.2154114,0.5904548,4193.9551,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,76.1462835,0.6302607,4572.6118,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,70.7572403,0.9378446,2352.4885,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,74.4568645,1.2366525,1243.6082,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,77.5555036,0.4616962,8166.0097,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,74.1348616,1.6582005,697.3699,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,78.6445422,0.9617333,1815.8005,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,84.7122878,0.9002354,1598.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,85.1559424,0.4618133,5926.9969,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,82.9824037,0.7182253,2737.5548,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,78.6414655,0.9214487,1978.2479,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,84.0800627,0.3276696,12467.0009,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,75.7703307,0.4290741,9971.9948,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,75.6935589,0.7480196,3288.1703,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,80.8909831,0.6376158,3802.0724,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,80.092929,0.3792221,11087.0073,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,85.7242757,1.1101437,992.987,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,75.366067,0.6146005,4915.0026,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,79.8015173,1.3435942,892.8812,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,73.2551709,0.6164002,5156.4714,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,78.9502642,0.309681,17328.9075,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,80.5465198,0.8139708,2364.9745,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,81.8320758,0.4457368,7482.9336,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,90.0718106,1.0652853,788.0015,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,83.620266,0.4546235,6626.9649,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,77.7427668,0.5784687,5170.9631,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,75.5316516,0.9483089,2055.105,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-03-20,2021-03-25,5,70.259856,1.8524938,608.8871,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,76.1369362,1.5184402,788.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,70.6732663,0.770288,3493.1126,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,74.2618299,0.874718,2498.0846,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,79.1931593,0.5754916,4975.2606,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,85.9002646,0.2320621,22490.3862,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,81.6013229,0.5669564,4670.7274,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,87.2316004,0.5480691,3708.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,92.7774112,1.3421347,372.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,80.9615276,1.174705,1117.0,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,77.0172047,0.3236803,16894.9992,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,73.3712426,0.5655305,6108.9247,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,87.5941634,1.041398,1002.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,78.0578586,0.6873704,3625.0501,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,73.6515354,1.0419911,1787.3479,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,82.6943149,0.3740554,10228.0443,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,75.3860356,0.5794693,5526.0084,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,79.4801221,0.7701054,2750.0016,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,75.1105401,0.705579,3755.131,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,72.9941349,0.7676284,3345.369,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,87.2874273,0.4836882,4743.011,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,87.3404024,0.516171,4149.998,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,81.3351802,0.904647,1855.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,78.5284117,0.3884027,11177.0334,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,83.1073617,0.5761735,4228.9293,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,76.480318,0.6231911,4631.6812,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,70.0176364,0.9525833,2313.4886,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,74.0647664,1.2403575,1248.5562,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,77.8146611,0.4557607,8311.0096,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,75.5593879,1.6146521,708.3413,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,78.7909843,0.9533209,1838.7336,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,84.1551474,0.916057,1589.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,85.4160715,0.4578301,5942.997,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,82.171411,0.7327955,2728.1742,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,78.7789615,0.918331,1982.341,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,84.1167778,0.3269175,12501.0006,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,75.6411895,0.4305623,9938.9958,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,76.6429577,0.7259161,3397.17,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,80.7633604,0.6345013,3859.034,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,79.9877486,0.3782876,11186.0073,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,85.7995916,1.0950868,1015.989,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,75.066756,0.6142265,4961.002,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,78.6168347,1.3860969,874.9845,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,73.7466948,0.6083828,5230.855,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,79.0166396,0.3088681,17379.9117,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,80.9396982,0.8010793,2404.0324,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,82.0151435,0.4444935,7465.6939,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,88.7499397,1.1041272,819.0015,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,83.7156834,0.4536244,6624.963,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,78.0062329,0.5725859,5232.9627,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,75.3558674,0.9557305,2033.1047,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-03-21,2021-03-26,5,69.726517,1.8263069,632.8676,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,78.9327628,1.4554511,785.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,70.3183544,0.77577,3468.0926,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,74.1728963,0.8836975,2453.091,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,79.1110717,0.5748666,5000.5673,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,85.8353349,0.2334498,22309.276,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,82.1018515,0.5563366,4747.7276,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,87.2191009,0.5495592,3691.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,92.7091562,1.3319494,381.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,81.3350201,1.1721182,1105.0,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,77.0529759,0.3229114,16956.9993,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,73.5079728,0.5653891,6091.9292,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,87.9958383,1.0303516,995.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,77.3804408,0.6987232,3585.1311,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,73.6042368,1.0376499,1804.4104,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,83.0411756,0.3729278,10126.0437,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,75.5912642,0.5776245,5530.0079,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,79.6877791,0.7586903,2812.0308,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,74.868193,0.7043005,3793.1944,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,73.7616093,0.7682255,3279.3683,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,87.0549114,0.4867743,4756.012,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,86.8474715,0.5280844,4095.9982,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,80.4067781,0.9275879,1831.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,78.7811897,0.3873198,11143.0512,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,83.5908033,0.5744088,4157.2256,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,75.8787766,0.6305381,4603.5938,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,71.0103349,0.9457166,2301.6685,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,74.33315,1.2437281,1233.4008,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,77.8116615,0.4550169,8339.0102,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,76.6227826,1.5871262,711.0953,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,79.2645933,0.9365742,1873.7319,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,83.6173755,0.9334987,1572.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,85.2823806,0.4581397,5979.9971,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,83.6890672,0.7008855,2778.7749,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,77.6190948,0.9380285,1974.3044,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,84.1494733,0.3258373,12563.0007,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,75.9084737,0.4298803,9895.9969,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,76.7226481,0.7283842,3366.1709,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,80.3298513,0.6333437,3939.1794,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,79.6511062,0.3802279,11211.0067,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,86.0749415,1.0845569,1018.988,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,74.9703217,0.6099366,5044.0018,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,78.0251404,1.3748682,907.0653,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,73.8569486,0.6059412,5258.8005,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,79.0397007,0.3079118,17473.9127,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,81.2602447,0.7924261,2425.0715,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,82.3231275,0.4388431,7556.291,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,88.606204,1.1164091,810.0015,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,83.4159637,0.4562716,6644.9639,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,78.136842,0.570436,5249.9465,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,75.7144367,0.9475178,2048.1047,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-03-22,2021-03-27,5,69.1238683,1.8511076,622.8559,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,79.4446906,1.4460021,781.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,70.7917341,0.7740449,3451.0879,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,74.8203945,0.8900483,2378.1637,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,79.3816529,0.5744128,4960.5039,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,86.0891556,0.2326835,22119.2634,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,82.8378006,0.548716,4721.7859,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,87.5153348,0.5451836,3676.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,93.8615029,1.2650961,360.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,81.7602749,1.1659421,1097.0,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,77.3138753,0.3233246,16777.9996,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,74.0587853,0.5648736,6020.94,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,86.5151469,1.0817368,997.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,77.67806,0.69767,3562.2981,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,74.9788497,1.0124209,1830.3065,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,83.1739572,0.3729052,10064.0438,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,76.0596988,0.5764892,5479.0071,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,80.4781062,0.7415532,2857.0315,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-03-23,2021-03-28,5,74.6637502,0.7088797,3764.4981,state,fb-survey
