FIPStxt,Stabr,Area_name,Attribute,Value
29141,MO,Morgan County,CI90UB517P_2019,35.9
29141,MO,Morgan County,MEDHHINC_2019,44473
29141,MO,Morgan County,CI90LBINC_2019,40033
29141,MO,Morgan County,CI90UBINC_2019,48913
29143,MO,New Madrid County,Rural-urban_Continuum_Code_2003,7
29143,MO,New Madrid County,Urban_Influence_Code_2003,9
29143,MO,New Madrid County,Rural-urban_Continuum_Code_2013,7
29143,MO,New Madrid County,Urban_Influence_Code_2013,9
29143,MO,New Madrid County,POVALL_2019,3758
29143,MO,New Madrid County,CI90LBALL_2019,2995
29143,MO,New Madrid County,CI90UBALL_2019,4521
29143,MO,New Madrid County,PCTPOVALL_2019,22.5
29143,MO,New Madrid County,CI90LBALLP_2019,17.9
29143,MO,New Madrid County,CI90UBALLP_2019,27.1
29143,MO,New Madrid County,POV017_2019,1276
29143,MO,New Madrid County,CI90LB017_2019,925
29143,MO,New Madrid County,CI90UB017_2019,1627
29143,MO,New Madrid County,PCTPOV017_2019,32.9
29143,MO,New Madrid County,CI90LB017P_2019,23.9
29143,MO,New Madrid County,CI90UB017P_2019,41.9
29143,MO,New Madrid County,POV517_2019,909
29143,MO,New Madrid County,CI90LB517_2019,650
29143,MO,New Madrid County,CI90UB517_2019,1168
29143,MO,New Madrid County,PCTPOV517_2019,32.1
29143,MO,New Madrid County,CI90LB517P_2019,22.9
29143,MO,New Madrid County,CI90UB517P_2019,41.3
29143,MO,New Madrid County,MEDHHINC_2019,42115
29143,MO,New Madrid County,CI90LBINC_2019,38743
29143,MO,New Madrid County,CI90UBINC_2019,45487
29145,MO,Newton County,Rural-urban_Continuum_Code_2003,3
29145,MO,Newton County,Urban_Influence_Code_2003,2
29145,MO,Newton County,Rural-urban_Continuum_Code_2013,3
29145,MO,Newton County,Urban_Influence_Code_2013,2
29145,MO,Newton County,POVALL_2019,7511
29145,MO,Newton County,CI90LBALL_2019,6073
29145,MO,Newton County,CI90UBALL_2019,8949
29145,MO,Newton County,PCTPOVALL_2019,13.2
29145,MO,Newton County,CI90LBALLP_2019,10.7
29145,MO,Newton County,CI90UBALLP_2019,15.7
29145,MO,Newton County,POV017_2019,2363
29145,MO,Newton County,CI90LB017_2019,1626
29145,MO,Newton County,CI90UB017_2019,3100
29145,MO,Newton County,PCTPOV017_2019,17.7
29145,MO,Newton County,CI90LB017P_2019,12.2
29145,MO,Newton County,CI90UB017P_2019,23.2
29145,MO,Newton County,POV517_2019,1701
29145,MO,Newton County,CI90LB517_2019,1139
29145,MO,Newton County,CI90UB517_2019,2263
29145,MO,Newton County,PCTPOV517_2019,17.2
29145,MO,Newton County,CI90LB517P_2019,11.5
29145,MO,Newton County,CI90UB517P_2019,22.9
29145,MO,Newton County,MEDHHINC_2019,53251
29145,MO,Newton County,CI90LBINC_2019,49014
29145,MO,Newton County,CI90UBINC_2019,57488
29147,MO,Nodaway County,Rural-urban_Continuum_Code_2003,6
29147,MO,Nodaway County,Urban_Influence_Code_2003,5
29147,MO,Nodaway County,Rural-urban_Continuum_Code_2013,6
29147,MO,Nodaway County,Urban_Influence_Code_2013,5
29147,MO,Nodaway County,POVALL_2019,3302
29147,MO,Nodaway County,CI90LBALL_2019,2780
29147,MO,Nodaway County,CI90UBALL_2019,3824
29147,MO,Nodaway County,PCTPOVALL_2019,17.8
29147,MO,Nodaway County,CI90LBALLP_2019,15
29147,MO,Nodaway County,CI90UBALLP_2019,20.6
29147,MO,Nodaway County,POV017_2019,428
29147,MO,Nodaway County,CI90LB017_2019,306
29147,MO,Nodaway County,CI90UB017_2019,550
29147,MO,Nodaway County,PCTPOV017_2019,13.2
29147,MO,Nodaway County,CI90LB017P_2019,9.4
29147,MO,Nodaway County,CI90UB017P_2019,17
29147,MO,Nodaway County,POV517_2019,269
29147,MO,Nodaway County,CI90LB517_2019,174
29147,MO,Nodaway County,CI90UB517_2019,364
29147,MO,Nodaway County,PCTPOV517_2019,11.7
29147,MO,Nodaway County,CI90LB517P_2019,7.6
29147,MO,Nodaway County,CI90UB517P_2019,15.8
29147,MO,Nodaway County,MEDHHINC_2019,47419
29147,MO,Nodaway County,CI90LBINC_2019,42704
29147,MO,Nodaway County,CI90UBINC_2019,52134
29149,MO,Oregon County,Rural-urban_Continuum_Code_2003,9
29149,MO,Oregon County,Urban_Influence_Code_2003,10
29149,MO,Oregon County,Rural-urban_Continuum_Code_2013,9
29149,MO,Oregon County,Urban_Influence_Code_2013,10
29149,MO,Oregon County,POVALL_2019,2132
29149,MO,Oregon County,CI90LBALL_2019,1616
29149,MO,Oregon County,CI90UBALL_2019,2648
29149,MO,Oregon County,PCTPOVALL_2019,20.6
29149,MO,Oregon County,CI90LBALLP_2019,15.6
29149,MO,Oregon County,CI90UBALLP_2019,25.6
29149,MO,Oregon County,POV017_2019,730
29149,MO,Oregon County,CI90LB017_2019,497
29149,MO,Oregon County,CI90UB017_2019,963
29149,MO,Oregon County,PCTPOV017_2019,31.8
29149,MO,Oregon County,CI90LB017P_2019,21.7
29149,MO,Oregon County,CI90UB017P_2019,41.9
29149,MO,Oregon County,POV517_2019,517
29149,MO,Oregon County,CI90LB517_2019,337
29149,MO,Oregon County,CI90UB517_2019,697
29149,MO,Oregon County,PCTPOV517_2019,30.4
29149,MO,Oregon County,CI90LB517P_2019,19.8
29149,MO,Oregon County,CI90UB517P_2019,41
29149,MO,Oregon County,MEDHHINC_2019,35356
29149,MO,Oregon County,CI90LBINC_2019,31613
29149,MO,Oregon County,CI90UBINC_2019,39099
29151,MO,Osage County,Rural-urban_Continuum_Code_2003,3
29151,MO,Osage County,Urban_Influence_Code_2003,2
29151,MO,Osage County,Rural-urban_Continuum_Code_2013,3
29151,MO,Osage County,Urban_Influence_Code_2013,2
29151,MO,Osage County,POVALL_2019,1199
29151,MO,Osage County,CI90LBALL_2019,919
29151,MO,Osage County,CI90UBALL_2019,1479
29151,MO,Osage County,PCTPOVALL_2019,9.1
29151,MO,Osage County,CI90LBALLP_2019,7
29151,MO,Osage County,CI90UBALLP_2019,11.2
29151,MO,Osage County,POV017_2019,312
29151,MO,Osage County,CI90LB017_2019,215
29151,MO,Osage County,CI90UB017_2019,409
29151,MO,Osage County,PCTPOV017_2019,10.3
29151,MO,Osage County,CI90LB017P_2019,7.1
29151,MO,Osage County,CI90UB017P_2019,13.5
29151,MO,Osage County,POV517_2019,210
29151,MO,Osage County,CI90LB517_2019,136
29151,MO,Osage County,CI90UB517_2019,284
29151,MO,Osage County,PCTPOV517_2019,9.2
29151,MO,Osage County,CI90LB517P_2019,6
29151,MO,Osage County,CI90UB517P_2019,12.4
29151,MO,Osage County,MEDHHINC_2019,60728
29151,MO,Osage County,CI90LBINC_2019,55637
29151,MO,Osage County,CI90UBINC_2019,65819
29153,MO,Ozark County,Rural-urban_Continuum_Code_2003,9
29153,MO,Ozark County,Urban_Influence_Code_2003,10
29153,MO,Ozark County,Rural-urban_Continuum_Code_2013,9
29153,MO,Ozark County,Urban_Influence_Code_2013,10
29153,MO,Ozark County,POVALL_2019,2056
29153,MO,Ozark County,CI90LBALL_2019,1620
29153,MO,Ozark County,CI90UBALL_2019,2492
29153,MO,Ozark County,PCTPOVALL_2019,22.7
29153,MO,Ozark County,CI90LBALLP_2019,17.9
29153,MO,Ozark County,CI90UBALLP_2019,27.5
29153,MO,Ozark County,POV017_2019,626
29153,MO,Ozark County,CI90LB017_2019,446
29153,MO,Ozark County,CI90UB017_2019,806
29153,MO,Ozark County,PCTPOV017_2019,36.5
29153,MO,Ozark County,CI90LB017P_2019,26
29153,MO,Ozark County,CI90UB017P_2019,47
29153,MO,Ozark County,POV517_2019,445
29153,MO,Ozark County,CI90LB517_2019,307
29153,MO,Ozark County,CI90UB517_2019,583
29153,MO,Ozark County,PCTPOV517_2019,34.1
29153,MO,Ozark County,CI90LB517P_2019,23.5
29153,MO,Ozark County,CI90UB517P_2019,44.7
29153,MO,Ozark County,MEDHHINC_2019,36019
29153,MO,Ozark County,CI90LBINC_2019,31752
29153,MO,Ozark County,CI90UBINC_2019,40286
29155,MO,Pemiscot County,Rural-urban_Continuum_Code_2003,7
29155,MO,Pemiscot County,Urban_Influence_Code_2003,9
29155,MO,Pemiscot County,Rural-urban_Continuum_Code_2013,7
29155,MO,Pemiscot County,Urban_Influence_Code_2013,9
29155,MO,Pemiscot County,POVALL_2019,4178
29155,MO,Pemiscot County,CI90LBALL_2019,3233
29155,MO,Pemiscot County,CI90UBALL_2019,5123
29155,MO,Pemiscot County,PCTPOVALL_2019,26.9
29155,MO,Pemiscot County,CI90LBALLP_2019,20.8
29155,MO,Pemiscot County,CI90UBALLP_2019,33
29155,MO,Pemiscot County,POV017_2019,1609
29155,MO,Pemiscot County,CI90LB017_2019,1130
29155,MO,Pemiscot County,CI90UB017_2019,2088
29155,MO,Pemiscot County,PCTPOV017_2019,40.7
29155,MO,Pemiscot County,CI90LB017P_2019,28.6
29155,MO,Pemiscot County,CI90UB017P_2019,52.8
29155,MO,Pemiscot County,POV517_2019,1047
29155,MO,Pemiscot County,CI90LB517_2019,683
29155,MO,Pemiscot County,CI90UB517_2019,1411
29155,MO,Pemiscot County,PCTPOV517_2019,37.2
29155,MO,Pemiscot County,CI90LB517P_2019,24.3
29155,MO,Pemiscot County,CI90UB517P_2019,50.1
29155,MO,Pemiscot County,MEDHHINC_2019,34280
29155,MO,Pemiscot County,CI90LBINC_2019,30747
29155,MO,Pemiscot County,CI90UBINC_2019,37813
29157,MO,Perry County,Rural-urban_Continuum_Code_2003,7
29157,MO,Perry County,Urban_Influence_Code_2003,9
29157,MO,Perry County,Rural-urban_Continuum_Code_2013,6
29157,MO,Perry County,Urban_Influence_Code_2013,6
29157,MO,Perry County,POVALL_2019,1710
29157,MO,Perry County,CI90LBALL_2019,1262
29157,MO,Perry County,CI90UBALL_2019,2158
29157,MO,Perry County,PCTPOVALL_2019,9.1
29157,MO,Perry County,CI90LBALLP_2019,6.7
29157,MO,Perry County,CI90UBALLP_2019,11.5
29157,MO,Perry County,POV017_2019,598
29157,MO,Perry County,CI90LB017_2019,403
29157,MO,Perry County,CI90UB017_2019,793
29157,MO,Perry County,PCTPOV017_2019,14
29157,MO,Perry County,CI90LB017P_2019,9.4
29157,MO,Perry County,CI90UB017P_2019,18.6
29157,MO,Perry County,POV517_2019,417
29157,MO,Perry County,CI90LB517_2019,266
29157,MO,Perry County,CI90UB517_2019,568
29157,MO,Perry County,PCTPOV517_2019,13.2
29157,MO,Perry County,CI90LB517P_2019,8.4
29157,MO,Perry County,CI90UB517P_2019,18
29157,MO,Perry County,MEDHHINC_2019,57032
29157,MO,Perry County,CI90LBINC_2019,50923
29157,MO,Perry County,CI90UBINC_2019,63141
29159,MO,Pettis County,Rural-urban_Continuum_Code_2003,4
29159,MO,Pettis County,Urban_Influence_Code_2003,3
29159,MO,Pettis County,Rural-urban_Continuum_Code_2013,4
29159,MO,Pettis County,Urban_Influence_Code_2013,3
29159,MO,Pettis County,POVALL_2019,5349
29159,MO,Pettis County,CI90LBALL_2019,4117
29159,MO,Pettis County,CI90UBALL_2019,6581
29159,MO,Pettis County,PCTPOVALL_2019,12.9
29159,MO,Pettis County,CI90LBALLP_2019,9.9
29159,MO,Pettis County,CI90UBALLP_2019,15.9
29159,MO,Pettis County,POV017_2019,1801
29159,MO,Pettis County,CI90LB017_2019,1162
29159,MO,Pettis County,CI90UB017_2019,2440
29159,MO,Pettis County,PCTPOV017_2019,17.9
29159,MO,Pettis County,CI90LB017P_2019,11.6
29159,MO,Pettis County,CI90UB017P_2019,24.2
29159,MO,Pettis County,POV517_2019,1196
29159,MO,Pettis County,CI90LB517_2019,711
29159,MO,Pettis County,CI90UB517_2019,1681
29159,MO,Pettis County,PCTPOV517_2019,16.4
29159,MO,Pettis County,CI90LB517P_2019,9.7
29159,MO,Pettis County,CI90UB517P_2019,23.1
29159,MO,Pettis County,MEDHHINC_2019,48516
29159,MO,Pettis County,CI90LBINC_2019,44462
29159,MO,Pettis County,CI90UBINC_2019,52570
29161,MO,Phelps County,Rural-urban_Continuum_Code_2003,5
29161,MO,Phelps County,Urban_Influence_Code_2003,8
29161,MO,Phelps County,Rural-urban_Continuum_Code_2013,5
29161,MO,Phelps County,Urban_Influence_Code_2013,8
29161,MO,Phelps County,POVALL_2019,7069
29161,MO,Phelps County,CI90LBALL_2019,5768
29161,MO,Phelps County,CI90UBALL_2019,8370
29161,MO,Phelps County,PCTPOVALL_2019,17
29161,MO,Phelps County,CI90LBALLP_2019,13.9
29161,MO,Phelps County,CI90UBALLP_2019,20.1
29161,MO,Phelps County,POV017_2019,1739
29161,MO,Phelps County,CI90LB017_2019,1201
29161,MO,Phelps County,CI90UB017_2019,2277
29161,MO,Phelps County,PCTPOV017_2019,19.4
29161,MO,Phelps County,CI90LB017P_2019,13.4
29161,MO,Phelps County,CI90UB017P_2019,25.4
29161,MO,Phelps County,POV517_2019,1106
29161,MO,Phelps County,CI90LB517_2019,705
29161,MO,Phelps County,CI90UB517_2019,1507
29161,MO,Phelps County,PCTPOV517_2019,17
29161,MO,Phelps County,CI90LB517P_2019,10.8
29161,MO,Phelps County,CI90UB517P_2019,23.2
29161,MO,Phelps County,MEDHHINC_2019,46573
29161,MO,Phelps County,CI90LBINC_2019,43548
29161,MO,Phelps County,CI90UBINC_2019,49598
29163,MO,Pike County,Rural-urban_Continuum_Code_2003,6
29163,MO,Pike County,Urban_Influence_Code_2003,4
29163,MO,Pike County,Rural-urban_Continuum_Code_2013,6
29163,MO,Pike County,Urban_Influence_Code_2013,4
29163,MO,Pike County,POVALL_2019,2802
29163,MO,Pike County,CI90LBALL_2019,2193
29163,MO,Pike County,CI90UBALL_2019,3411
29163,MO,Pike County,PCTPOVALL_2019,17.6
29163,MO,Pike County,CI90LBALLP_2019,13.8
29163,MO,Pike County,CI90UBALLP_2019,21.4
29163,MO,Pike County,POV017_2019,843
29163,MO,Pike County,CI90LB017_2019,577
29163,MO,Pike County,CI90UB017_2019,1109
29163,MO,Pike County,PCTPOV017_2019,21.8
29163,MO,Pike County,CI90LB017P_2019,14.9
29163,MO,Pike County,CI90UB017P_2019,28.7
29163,MO,Pike County,POV517_2019,592
29163,MO,Pike County,CI90LB517_2019,387
29163,MO,Pike County,CI90UB517_2019,797
29163,MO,Pike County,PCTPOV517_2019,21.1
29163,MO,Pike County,CI90LB517P_2019,13.8
29163,MO,Pike County,CI90UB517P_2019,28.4
29163,MO,Pike County,MEDHHINC_2019,49089
29163,MO,Pike County,CI90LBINC_2019,43961
29163,MO,Pike County,CI90UBINC_2019,54217
29165,MO,Platte County,Rural-urban_Continuum_Code_2003,1
29165,MO,Platte County,Urban_Influence_Code_2003,1
29165,MO,Platte County,Rural-urban_Continuum_Code_2013,1
29165,MO,Platte County,Urban_Influence_Code_2013,1
29165,MO,Platte County,POVALL_2019,5451
29165,MO,Platte County,CI90LBALL_2019,4278
29165,MO,Platte County,CI90UBALL_2019,6624
29165,MO,Platte County,PCTPOVALL_2019,5.3
29165,MO,Platte County,CI90LBALLP_2019,4.2
29165,MO,Platte County,CI90UBALLP_2019,6.4
29165,MO,Platte County,POV017_2019,1556
29165,MO,Platte County,CI90LB017_2019,1057
29165,MO,Platte County,CI90UB017_2019,2055
29165,MO,Platte County,PCTPOV017_2019,6.5
29165,MO,Platte County,CI90LB017P_2019,4.4
29165,MO,Platte County,CI90UB017P_2019,8.6
29165,MO,Platte County,POV517_2019,1028
29165,MO,Platte County,CI90LB517_2019,649
29165,MO,Platte County,CI90UB517_2019,1407
29165,MO,Platte County,PCTPOV517_2019,5.8
29165,MO,Platte County,CI90LB517P_2019,3.7
29165,MO,Platte County,CI90UB517P_2019,7.9
29165,MO,Platte County,MEDHHINC_2019,84456
29165,MO,Platte County,CI90LBINC_2019,77657
29165,MO,Platte County,CI90UBINC_2019,91255
29167,MO,Polk County,Rural-urban_Continuum_Code_2003,2
29167,MO,Polk County,Urban_Influence_Code_2003,2
29167,MO,Polk County,Rural-urban_Continuum_Code_2013,2
29167,MO,Polk County,Urban_Influence_Code_2013,2
29167,MO,Polk County,POVALL_2019,6005
29167,MO,Polk County,CI90LBALL_2019,5074
29167,MO,Polk County,CI90UBALL_2019,6936
29167,MO,Polk County,PCTPOVALL_2019,19.6
29167,MO,Polk County,CI90LBALLP_2019,16.6
29167,MO,Polk County,CI90UBALLP_2019,22.6
29167,MO,Polk County,POV017_2019,1701
29167,MO,Polk County,CI90LB017_2019,1248
29167,MO,Polk County,CI90UB017_2019,2154
29167,MO,Polk County,PCTPOV017_2019,24.4
29167,MO,Polk County,CI90LB017P_2019,17.9
29167,MO,Polk County,CI90UB017P_2019,30.9
29167,MO,Polk County,POV517_2019,1159
29167,MO,Polk County,CI90LB517_2019,798
29167,MO,Polk County,CI90UB517_2019,1520
29167,MO,Polk County,PCTPOV517_2019,22.9
29167,MO,Polk County,CI90LB517P_2019,15.8
29167,MO,Polk County,CI90UB517P_2019,30
29167,MO,Polk County,MEDHHINC_2019,44837
29167,MO,Polk County,CI90LBINC_2019,39654
29167,MO,Polk County,CI90UBINC_2019,50020
29169,MO,Pulaski County,Rural-urban_Continuum_Code_2003,5
29169,MO,Pulaski County,Urban_Influence_Code_2003,8
29169,MO,Pulaski County,Rural-urban_Continuum_Code_2013,5
29169,MO,Pulaski County,Urban_Influence_Code_2013,8
29169,MO,Pulaski County,POVALL_2019,6185
29169,MO,Pulaski County,CI90LBALL_2019,4995
29169,MO,Pulaski County,CI90UBALL_2019,7375
29169,MO,Pulaski County,PCTPOVALL_2019,14.6
29169,MO,Pulaski County,CI90LBALLP_2019,11.8
29169,MO,Pulaski County,CI90UBALLP_2019,17.4
29169,MO,Pulaski County,POV017_2019,1642
29169,MO,Pulaski County,CI90LB017_2019,1160
29169,MO,Pulaski County,CI90UB017_2019,2124
29169,MO,Pulaski County,PCTPOV017_2019,14.8
29169,MO,Pulaski County,CI90LB017P_2019,10.5
29169,MO,Pulaski County,CI90UB017P_2019,19.1
29169,MO,Pulaski County,POV517_2019,1077
29169,MO,Pulaski County,CI90LB517_2019,694
29169,MO,Pulaski County,CI90UB517_2019,1460
29169,MO,Pulaski County,PCTPOV517_2019,14
29169,MO,Pulaski County,CI90LB517P_2019,9
29169,MO,Pulaski County,CI90UB517P_2019,19
29169,MO,Pulaski County,MEDHHINC_2019,55620
29169,MO,Pulaski County,CI90LBINC_2019,50833
29169,MO,Pulaski County,CI90UBINC_2019,60407
29171,MO,Putnam County,Rural-urban_Continuum_Code_2003,9
29171,MO,Putnam County,Urban_Influence_Code_2003,10
29171,MO,Putnam County,Rural-urban_Continuum_Code_2013,9
29171,MO,Putnam County,Urban_Influence_Code_2013,10
29171,MO,Putnam County,POVALL_2019,725
29171,MO,Putnam County,CI90LBALL_2019,545
29171,MO,Putnam County,CI90UBALL_2019,905
29171,MO,Putnam County,PCTPOVALL_2019,15.7
29171,MO,Putnam County,CI90LBALLP_2019,11.8
29171,MO,Putnam County,CI90UBALLP_2019,19.6
29171,MO,Putnam County,POV017_2019,238
29171,MO,Putnam County,CI90LB017_2019,161
29171,MO,Putnam County,CI90UB017_2019,315
29171,MO,Putnam County,PCTPOV017_2019,23
29171,MO,Putnam County,CI90LB017P_2019,15.5
29171,MO,Putnam County,CI90UB017P_2019,30.5
29171,MO,Putnam County,POV517_2019,166
29171,MO,Putnam County,CI90LB517_2019,106
29171,MO,Putnam County,CI90UB517_2019,226
29171,MO,Putnam County,PCTPOV517_2019,22.3
29171,MO,Putnam County,CI90LB517P_2019,14.3
29171,MO,Putnam County,CI90UB517P_2019,30.3
29171,MO,Putnam County,MEDHHINC_2019,42434
29171,MO,Putnam County,CI90LBINC_2019,37425
29171,MO,Putnam County,CI90UBINC_2019,47443
29173,MO,Ralls County,Rural-urban_Continuum_Code_2003,9
29173,MO,Ralls County,Urban_Influence_Code_2003,8
29173,MO,Ralls County,Rural-urban_Continuum_Code_2013,9
29173,MO,Ralls County,Urban_Influence_Code_2013,8
29173,MO,Ralls County,POVALL_2019,1026
29173,MO,Ralls County,CI90LBALL_2019,800
29173,MO,Ralls County,CI90UBALL_2019,1252
29173,MO,Ralls County,PCTPOVALL_2019,10
29173,MO,Ralls County,CI90LBALLP_2019,7.8
29173,MO,Ralls County,CI90UBALLP_2019,12.2
29173,MO,Ralls County,POV017_2019,292
29173,MO,Ralls County,CI90LB017_2019,205
29173,MO,Ralls County,CI90UB017_2019,379
29173,MO,Ralls County,PCTPOV017_2019,13.6
29173,MO,Ralls County,CI90LB017P_2019,9.5
29173,MO,Ralls County,CI90UB017P_2019,17.7
29173,MO,Ralls County,POV517_2019,189
29173,MO,Ralls County,CI90LB517_2019,124
29173,MO,Ralls County,CI90UB517_2019,254
29173,MO,Ralls County,PCTPOV517_2019,11.7
29173,MO,Ralls County,CI90LB517P_2019,7.7
29173,MO,Ralls County,CI90UB517P_2019,15.7
29173,MO,Ralls County,MEDHHINC_2019,63419
29173,MO,Ralls County,CI90LBINC_2019,58120
29173,MO,Ralls County,CI90UBINC_2019,68718
29175,MO,Randolph County,Rural-urban_Continuum_Code_2003,6
29175,MO,Randolph County,Urban_Influence_Code_2003,5
29175,MO,Randolph County,Rural-urban_Continuum_Code_2013,6
29175,MO,Randolph County,Urban_Influence_Code_2013,5
29175,MO,Randolph County,POVALL_2019,3710
29175,MO,Randolph County,CI90LBALL_2019,2992
29175,MO,Randolph County,CI90UBALL_2019,4428
29175,MO,Randolph County,PCTPOVALL_2019,16.5
29175,MO,Randolph County,CI90LBALLP_2019,13.3
29175,MO,Randolph County,CI90UBALLP_2019,19.7
29175,MO,Randolph County,POV017_2019,1169
29175,MO,Randolph County,CI90LB017_2019,865
29175,MO,Randolph County,CI90UB017_2019,1473
29175,MO,Randolph County,PCTPOV017_2019,22.5
29175,MO,Randolph County,CI90LB017P_2019,16.6
29175,MO,Randolph County,CI90UB017P_2019,28.4
29175,MO,Randolph County,POV517_2019,803
29175,MO,Randolph County,CI90LB517_2019,558
29175,MO,Randolph County,CI90UB517_2019,1048
29175,MO,Randolph County,PCTPOV517_2019,21.2
29175,MO,Randolph County,CI90LB517P_2019,14.7
29175,MO,Randolph County,CI90UB517P_2019,27.7
29175,MO,Randolph County,MEDHHINC_2019,48043
29175,MO,Randolph County,CI90LBINC_2019,42626
29175,MO,Randolph County,CI90UBINC_2019,53460
29177,MO,Ray County,Rural-urban_Continuum_Code_2003,1
29177,MO,Ray County,Urban_Influence_Code_2003,1
29177,MO,Ray County,Rural-urban_Continuum_Code_2013,1
29177,MO,Ray County,Urban_Influence_Code_2013,1
29177,MO,Ray County,POVALL_2019,2076
29177,MO,Ray County,CI90LBALL_2019,1610
29177,MO,Ray County,CI90UBALL_2019,2542
29177,MO,Ray County,PCTPOVALL_2019,9.2
29177,MO,Ray County,CI90LBALLP_2019,7.1
29177,MO,Ray County,CI90UBALLP_2019,11.3
29177,MO,Ray County,POV017_2019,628
29177,MO,Ray County,CI90LB017_2019,422
29177,MO,Ray County,CI90UB017_2019,834
29177,MO,Ray County,PCTPOV017_2019,12.4
29177,MO,Ray County,CI90LB017P_2019,8.3
29177,MO,Ray County,CI90UB017P_2019,16.5
29177,MO,Ray County,POV517_2019,428
29177,MO,Ray County,CI90LB517_2019,270
29177,MO,Ray County,CI90UB517_2019,586
29177,MO,Ray County,PCTPOV517_2019,11.4
29177,MO,Ray County,CI90LB517P_2019,7.2
29177,MO,Ray County,CI90UB517P_2019,15.6
29177,MO,Ray County,MEDHHINC_2019,61678
29177,MO,Ray County,CI90LBINC_2019,55101
29177,MO,Ray County,CI90UBINC_2019,68255
29179,MO,Reynolds County,Rural-urban_Continuum_Code_2003,9
29179,MO,Reynolds County,Urban_Influence_Code_2003,12
29179,MO,Reynolds County,Rural-urban_Continuum_Code_2013,9
29179,MO,Reynolds County,Urban_Influence_Code_2013,12
29179,MO,Reynolds County,POVALL_2019,1333
29179,MO,Reynolds County,CI90LBALL_2019,1042
29179,MO,Reynolds County,CI90UBALL_2019,1624
29179,MO,Reynolds County,PCTPOVALL_2019,21.7
29179,MO,Reynolds County,CI90LBALLP_2019,17
29179,MO,Reynolds County,CI90UBALLP_2019,26.4
29179,MO,Reynolds County,POV017_2019,416
29179,MO,Reynolds County,CI90LB017_2019,297
29179,MO,Reynolds County,CI90UB017_2019,535
29179,MO,Reynolds County,PCTPOV017_2019,35.3
29179,MO,Reynolds County,CI90LB017P_2019,25.2
29179,MO,Reynolds County,CI90UB017P_2019,45.4
29179,MO,Reynolds County,POV517_2019,283
29179,MO,Reynolds County,CI90LB517_2019,191
29179,MO,Reynolds County,CI90UB517_2019,375
29179,MO,Reynolds County,PCTPOV517_2019,32.2
29179,MO,Reynolds County,CI90LB517P_2019,21.7
29179,MO,Reynolds County,CI90UB517P_2019,42.7
29179,MO,Reynolds County,MEDHHINC_2019,37415
29179,MO,Reynolds County,CI90LBINC_2019,32940
29179,MO,Reynolds County,CI90UBINC_2019,41890
29181,MO,Ripley County,Rural-urban_Continuum_Code_2003,9
29181,MO,Ripley County,Urban_Influence_Code_2003,10
29181,MO,Ripley County,Rural-urban_Continuum_Code_2013,9
29181,MO,Ripley County,Urban_Influence_Code_2013,10
29181,MO,Ripley County,POVALL_2019,2581
29181,MO,Ripley County,CI90LBALL_2019,1934
29181,MO,Ripley County,CI90UBALL_2019,3228
29181,MO,Ripley County,PCTPOVALL_2019,19.7
29181,MO,Ripley County,CI90LBALLP_2019,14.8
29181,MO,Ripley County,CI90UBALLP_2019,24.6
29181,MO,Ripley County,POV017_2019,882
29181,MO,Ripley County,CI90LB017_2019,560
29181,MO,Ripley County,CI90UB017_2019,1204
29181,MO,Ripley County,PCTPOV017_2019,30.2
29181,MO,Ripley County,CI90LB017P_2019,19.2
29181,MO,Ripley County,CI90UB017P_2019,41.2
29181,MO,Ripley County,POV517_2019,657
29181,MO,Ripley County,CI90LB517_2019,405
29181,MO,Ripley County,CI90UB517_2019,909
29181,MO,Ripley County,PCTPOV517_2019,30
29181,MO,Ripley County,CI90LB517P_2019,18.5
29181,MO,Ripley County,CI90UB517P_2019,41.5
29181,MO,Ripley County,MEDHHINC_2019,35788
29181,MO,Ripley County,CI90LBINC_2019,31606
29181,MO,Ripley County,CI90UBINC_2019,39970
29183,MO,St. Charles County,Rural-urban_Continuum_Code_2003,1
29183,MO,St. Charles County,Urban_Influence_Code_2003,1
29183,MO,St. Charles County,Rural-urban_Continuum_Code_2013,1
29183,MO,St. Charles County,Urban_Influence_Code_2013,1
29183,MO,St. Charles County,POVALL_2019,18379
29183,MO,St. Charles County,CI90LBALL_2019,15246
29183,MO,St. Charles County,CI90UBALL_2019,21512
29183,MO,St. Charles County,PCTPOVALL_2019,4.6
29183,MO,St. Charles County,CI90LBALLP_2019,3.8
29183,MO,St. Charles County,CI90UBALLP_2019,5.4
29183,MO,St. Charles County,POV017_2019,4941
29183,MO,St. Charles County,CI90LB017_2019,3631
29183,MO,St. Charles County,CI90UB017_2019,6251
29183,MO,St. Charles County,PCTPOV017_2019,5.4
29183,MO,St. Charles County,CI90LB017P_2019,4
29183,MO,St. Charles County,CI90UB017P_2019,6.8
29183,MO,St. Charles County,POV517_2019,3253
29183,MO,St. Charles County,CI90LB517_2019,2218
29183,MO,St. Charles County,CI90UB517_2019,4288
29183,MO,St. Charles County,PCTPOV517_2019,4.8
29183,MO,St. Charles County,CI90LB517P_2019,3.3
29183,MO,St. Charles County,CI90UB517P_2019,6.3
29183,MO,St. Charles County,MEDHHINC_2019,89236
29183,MO,St. Charles County,CI90LBINC_2019,86789
29183,MO,St. Charles County,CI90UBINC_2019,91683
29185,MO,St. Clair County,Rural-urban_Continuum_Code_2003,8
29185,MO,St. Clair County,Urban_Influence_Code_2003,4
