FIPS,State,County,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,ForeignBornNum,TotalPopACS,ForeignBornAfricaPct,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,Ed5CollegePlusNum,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornEuropeNum,NonEnglishHHNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,LandAreaSQMiles2010,Age65AndOlderNum2010,TotalPop2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2019,NaturalChange1019,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1019,TotalPopEst2018,TotalPopEstBase2010
29139,MO,Montgomery,0.548,-5.374,11551,-3.523,-1.851,0.262,0.82,-3.38,-0.25,0.164731077,22.82,23.32,18.68,95.15,1.63,0.25,0.18,1.41,1.49,0.40,-18.78,3.33,-24.14,82.98,17.42,11642,199,31,22,172,182,0.701602425,0.043308792,0.398440883,0,15.84037214,44.75455992,18.52123883,7.161219243,13.72260987,2.29,11.42915559,11.85851564,70.78307095,81,11545,0,1513,3656,1294,8169,1121,4891,0.2078822,585,5,0,580,3462,559,4891,0.450411434,52,0,0,0,24,46,536.25,2286,12236,2853,20,-30.5,-410.5,11965,11847,12207,11718,12202,32,-226,11572,11447,11378,-430,11488,12224
29141,MO,Morgan,1.043,0.409,20627,1.864,-1.455,-0.17,6.50,5.64,-0.27,0.238453165,34.41,22.05,22.05,95.18,0.60,0.36,0.55,1.77,1.77,4.71,26.80,257.14,-5.04,126.71,54.24,19573,123,75,113,365,364,0.690271639,0.322788896,0.029795898,0.580270793,20.69571328,40.06324666,19.36050597,7.013352073,12.86718201,2.55,10.18697614,14.72598324,77.64023211,139,20137,0.04965983,2755,5701,2945,14230,1831,7755,0.218503253,998,65,45,1142,6021,790,7755,0.029795898,6,0.069523762,14,10,44,6,597.63,4535,20565,4534,46,-52.5,1087.5,20082,20122,20543,20074,20378,-35,-299,20065,20089,20162,383,20414,20567
29143,MO,New Madrid,-1.135,-9.813,17076,-8.984,-0.829,0,-4.07,-11.58,0.42,0.002543623,28.09,23.81,16.06,81.14,15.74,0.40,0.21,1.13,1.46,-5.90,-1.36,188.46,21.21,16.94,78.06,15380,2983,75,40,214,276,0.482847678,0.196507776,0.258267363,0.013676149,21.95956961,44.30224976,17.23182263,3.782197587,12.72416042,2.39,16.99945295,14.12746171,61.76148796,86,17811,0,2114,5435,2694,12268,1561,7312,0.028072539,464,35,1,1033,4516,1243,7312,0.258267363,46,0,0,0,5,46,674.84,3045,18956,4514,0.5,83,-2276.5,18471,18316,18934,18229,18764,0,-157,18067,17839,17544,-1701,17272,18940
29145,MO,Newton,0.134,0.101,58236,-1.253,1.354,0.208,10.41,3.73,4.02,0.50665098,93.02,25.40,15.24,87.70,0.74,1.30,2.21,4.37,3.07,4.78,43.96,356.63,12.51,121.19,54.05,50967,429,758,1286,2537,1787,3.230129549,0.276622796,0.788632693,1.208011496,13.29464993,34.41629815,24.1686051,8.417473991,19.70297283,2.57,8.505478714,10.90353871,70.79216813,1880,58202,0.092780317,9455,13464,5201,39121,7708,22268,0.953575479,3293,161,269,2428,15764,1894,22268,1.431222295,833,0.001718154,1,54,555,459,624.76,8857,58114,14762,267,2116,1965.5,58637,58378,58177,58127,58563,121,788,58138,58178,58191,-729,58158,58118
29147,MO,Nodaway,-0.589,-5.594,22092,-6.555,0.961,0.453,6.65,0.15,1.98,1.061789286,26.65,18.24,13.17,93.63,2.41,1.61,0.18,1.29,0.93,3.86,91.50,99.47,-18.00,94.84,33.13,21881,563,377,41,302,217,2.30629352,0.239499712,0.168536834,0.712990937,7.52688172,38.55721393,21.02391269,5.079441502,27.81255015,2.34,7.480362538,9.643504532,57.61933535,520,22547,0.235064532,2620,4805,938,12462,3466,8275,1.268461436,633,54,59,798,4768,619,8275,0.29715705,67,0.057657338,13,53,286,38,876.96,3077,23370,4263,232.5,432.5,32.5,23327,23151,23401,22981,23433,106,225,22625,22455,22401,-1534,22223,23373
29149,MO,Oregon,-0.275,-3.713,10529,-2.286,-1.427,-0.192,5.19,2.26,-1.67,0.06778348,13.78,22.30,19.79,95.64,0.14,0.29,1.06,1.20,1.68,7.33,50.00,128.57,-61.02,15.93,-19.38,10407,15,32,115,131,183,1.430040191,0.476680064,0.102813347,0,18.17822304,40.21882415,21.48694964,7.869760084,12.24624308,2.45,7.754817739,17.64569306,75.89969817,153,10699,0,1630,3051,1379,7586,929,4307,0.467333396,597,51,0,760,3269,334,4307,0.102813347,11,0,0,0,50,11,789.80,2153,10881,2426,7,-172.5,233,10966,10927,10935,10823,11044,-21,-156,10850,10746,10553,-250,10558,10881
29151,MO,Osage,-0.271,-2.086,13615,-3.33,1.244,0.05,6.25,0.91,4.14,0.084446492,22.96,24.74,14.97,98.39,0.20,0.10,0.21,0.61,0.48,6.44,75.00,40.00,-6.45,9.09,-36.54,13654,28,14,29,84,66,0.132168294,0,0.058741464,0.508507725,10.11260286,43.86097878,17.54006063,9.571242962,18.91511477,2.61,5.652258948,10.03324858,83.29747702,18,13619,0,1620,4051,934,9236,1747,5113,0.066084147,884,0,26,513,4259,289,5113,0.058741464,8,0.007342683,1,0,9,8,604.35,2077,13878,3433,11,539.5,118,13846,13677,13905,13638,13908,7,173,13538,13613,13658,-463,13652,13909
29153,MO,Ozark,1.147,-5.869,9174,-2.052,-3.817,-0.185,1.90,-0.38,-2.23,-0.026227444,13.05,20.05,23.44,96.54,0.11,0.13,0.60,1.32,1.39,1.49,-21.43,62.50,-1.69,42.22,3.85,9387,11,13,58,128,135,0.617150282,0.032481594,0.075790385,0,17.05797101,44.62318841,20.66666667,5.449275362,12.20289855,2.2,6.298262548,15.08204633,77.00289575,57,9236,0,1426,3079,1177,6900,842,4144,0.346470333,376,3,0,625,3191,261,4144,0.075790385,7,0.05413599,5,0,32,7,744.97,2279,9723,1949,-2.5,-213,-36,9593,9503,9746,9439,9647,-18,-372,9364,9199,9227,-200,9070,9728
29155,MO,Pemiscot,-2.774,-13.449,15805,-14.961,1.511,-0.329,-8.73,-13.28,4.15,0.411266201,37.15,27.51,14.72,69.64,26.67,0.22,0.20,1.86,1.48,-10.55,-6.73,-24.07,-19.57,8.25,59.41,12741,4879,41,37,341,271,0.469731666,0.046973167,0.311197229,0.146092038,22.92947559,41.25678119,17.94755877,5.777576854,12.08860759,2.46,21.1687363,13.0898466,53.76186998,80,17031,0.046973167,1985,4563,2536,11060,1337,6845,0,639,8,10,896,3680,1449,6845,0.352298749,60,0.011743292,2,8,0,53,492.54,2693,18296,5034,82.5,832.5,-2664,18075,17774,18261,17564,18185,-60,276,17410,17060,16783,-2732,16256,18287
29157,MO,Perry,-0.716,1.046,19136,-0.074,1.119,0.248,4.63,1.10,3.50,0.278482409,39.99,25.10,15.60,96.46,0.37,0.45,0.24,1.68,0.90,3.16,112.12,-27.35,7.14,241.94,60.38,18299,70,85,45,318,170,1.086388802,0.172359762,0.261151154,0.486522025,12.48277973,44.69615797,20.06735038,6.77330476,15.98040716,2.47,9.29651545,10.17751479,74.55621302,208,19146,0,2622,5840,1631,13066,2088,7605,0.391726731,885,33,37,774,5670,707,7605,0.370834639,71,0.026115115,5,0,75,50,474.35,2960,18971,4762,50.5,634,199.5,19001,19053,18938,19118,19008,47,212,19068,19216,19262,-14,19274,18971
29159,MO,Pettis,-0.24,0.154,42339,-2.947,3.101,0.66,7.10,1.12,4.91,2.25396343,61.86,25.55,14.70,86.97,2.95,0.59,0.32,7.22,2.25,2.49,5.33,60.39,5.38,99.48,49.06,36701,1244,247,137,3046,951,6.379363244,1.935285927,3.079936749,1.369260725,14.91384221,34.49871831,22.94930219,9.270863002,18.36727428,2.6,11.94020476,11.56962502,66.94931223,2703,42371,0.040121781,6446,9690,4189,28088,5159,15921,0.547544311,2604,820,218,1842,10659,1901,15921,3.674683156,1557,0.181728069,77,17,232,1305,682.22,6203,42201,10784,890,1938,444,42304,42196,42274,42200,42155,279,1311,42300,42249,42445,-1246,42441,42214
29161,MO,Phelps,0.049,-1.592,44573,-2.917,1.325,3.736,13.39,3.39,3.02,2.393290775,67.22,21.68,13.63,90.34,2.16,2.91,0.49,2.04,2.15,10.60,66.72,40.58,-2.21,90.31,35.99,40792,977,1313,221,923,971,5.532608453,0.600593896,0.024559602,2.090790296,12.24709042,29.94091316,19.97135184,8.36168308,29.4789615,2.37,10.23237316,11.07891597,60.3715698,2478,44789,0.660876555,5577,8361,3420,27925,8232,17601,3.9719574,2335,269,368,1950,10626,1801,17601,0.156288374,70,0.107169171,48,296,1779,11,671.78,6157,45156,9792,956,1206.5,1355.5,45230,45006,45294,44925,45246,1692,600,44766,44708,44551,-1321,44551,45124
29163,MO,Pike,-1.081,-0.942,18302,-1.981,1.039,0.022,0.90,-0.13,1.44,1.245833561,27.62,22.18,15.57,89.21,7.17,0.23,0.21,1.79,1.41,2.54,-20.63,59.26,-7.32,12.20,36.65,16519,1327,43,38,331,261,1.184488074,0.135215534,0.838336308,0.135338346,16,45.0859375,17.8984375,4.8828125,16.1328125,2.43,11.2481203,12.85714286,70.73684211,219,18489,0,2291,5771,2048,12800,2065,6650,0.194710368,625,25,9,855,4704,748,6650,0.854562172,158,0,0,0,36,155,670.44,2883,18516,4107,228,264,-23,18552,18608,18476,18497,18661,4,192,18409,18507,18557,-366,18502,18511
29165,MO,Platte,1.61,16.405,104418,11.167,5.238,1.993,21.06,12.79,7.58,1.791673395,212.58,24.63,11.16,84.12,5.76,2.27,0.41,4.95,2.46,13.45,102.48,87.36,22.11,100.09,58.99,75135,5147,2031,370,4424,2194,5.315510402,0.768032057,0.434105076,1.504674591,4.641791045,21.79104478,23.65074627,8.128358209,41.7880597,2.54,9.157537617,8.805324632,65.83534043,5253,98824,0.923864648,15846,14600,3110,67000,27998,38613,2.434631264,5446,759,581,3400,25421,3536,38613,0.90160285,891,0.090059095,89,913,2406,429,420.19,9967,89322,21996,1331.5,5634.5,9503,92151,93367,89702,94859,90880,1788,4699,96445,98641,101141,10017,102764,89329
29167,MO,Polk,-0.202,3.184,32149,2.314,0.87,-0.148,15.36,11.57,2.84,0.901885255,48.99,24.62,16.14,94.95,0.73,0.33,0.61,1.98,1.53,13.61,89.92,103.92,7.95,75.71,66.43,29565,226,104,190,615,476,0.725855019,0.45643285,0.006339345,0.363416111,12.4826767,37.11641259,22.73312215,7.320332607,20.34745595,2.6,9.829540538,11.6466211,69.17885264,229,31549,0.101429522,4593,7499,2522,20204,4111,11557,0.129956575,1479,144,42,1346,7995,1136,11557,0.025357381,8,0,0,32,41,2,635.52,5025,31137,7666,243.5,765.5,3124,31082,31117,31157,31118,31202,-46,271,31256,31380,31742,721,32214,31130
29169,MO,Pulaski,1.173,-0.477,52607,-8.687,8.211,4.701,26.99,4.05,9.96,-2.491836881,95.55,23.98,7.21,72.43,10.87,2.48,0.67,9.00,4.84,21.36,16.92,40.76,-6.63,95.72,72.36,37863,5680,1295,352,4705,2532,5.075012835,1.294898367,0.477267974,0.625582324,8.593103448,27.62068966,26.83103448,11.06206897,25.89310345,2.88,9.962731266,6.728337548,48.68228404,2669,52591,0.490578236,7781,8010,2492,29000,7509,15026,1.834914719,3208,681,94,1011,7315,1497,15026,1.070525375,563,0.283318439,149,258,965,251,547.10,3768,52274,12537,-1045.5,4178.5,1699,53475,54077,52859,53550,53297,2485,4340,53204,52456,51862,-4592,51997,52282
29171,MO,Putnam,-1.095,-5.589,4696,-4.383,-1.206,-0.121,-4.67,-6.76,-2.89,0.10514242,9.62,23.30,21.61,97.71,0.18,0.44,0.14,0.72,0.84,-5.63,200.00,214.29,40.00,12.50,68.00,4865,9,22,7,36,42,0.789200415,0.269989616,0.020768432,0.388241819,10.68975814,40.99731263,18.84144521,10.60017916,18.87130487,2.62,14.14309484,12.7010538,73.932335,38,4815,0,631,1373,358,3349,632,1803,0.498442368,355,13,7,229,1333,255,1803,0.020768432,1,0,0,0,24,1,517.32,1076,4979,1160,5.5,-151,-353.5,4945,4884,4974,4843,4976,-6,-60,4860,4825,4778,-218,4748,4979
29173,MO,Ralls,0.733,1.138,10309,0.608,0.53,0,5.62,-1.24,1.87,0.165477299,21.64,23.39,16.48,96.67,1.05,0.19,0.14,0.96,0.97,4.63,0.94,171.43,-22.22,133.33,65.00,9828,107,19,14,98,99,1.086424586,0.567681315,0,0.04995005,11.44429161,49.02338377,18.89958735,7.015130674,13.6176066,2.53,8.691308691,13.76123876,83.51648352,111,10217,0,1374,3564,832,7270,990,4004,0.26426544,510,58,2,551,3344,348,4004,0.048938044,5,0.205539787,21,0,27,0,469.78,1676,10167,2378,16,180.5,-120,10226,10164,10193,10276,10275,0,54,10169,10230,10226,62,10234,10175
29175,MO,Randolph,0.065,-2.789,24748,-3.087,0.299,0.165,3.05,0.52,2.70,0.819140308,52.65,23.13,14.19,89.97,5.81,0.41,0.26,1.63,2.11,3.16,-13.98,16.67,-37.74,46.45,72.58,22865,1477,105,66,413,535,1.238725195,0.184405693,0.108238124,0.407331976,13.65674684,35.39689011,23.88911537,11.76402073,15.29322695,2.72,9.117048041,12.4116449,73.65520546,309,24945,0.120264582,4102,6078,2345,17171,2626,8347,0.416917218,2020,46,34,1036,6148,761,8347,0.360793746,90,0.032070555,8,30,104,27,482.68,3605,25414,5879,202,666.5,127.5,25334,24945,25458,25050,25282,42,76,25041,24970,24899,-786,24732,25418
29177,MO,Ray,0.318,-2.122,23018,-1.977,-0.145,-0.085,0.60,-2.56,2.37,-0.029923481,41.30,24.97,14.83,95.08,1.13,0.26,0.49,1.77,1.37,-0.21,-22.06,39.53,42.50,64.03,21.89,22338,265,60,114,415,323,0.819277108,0.289156627,0.210295728,0.216277746,12.89361972,45.97351581,21.45346259,5.810048787,13.8693531,2.57,10.06260672,11.04154809,77.42743312,187,22825,0,3386,7256,2035,15783,2189,8785,0.162102957,917,66,19,970,6802,884,8785,0.289156627,66,0,0,0,37,48,568.81,3483,23494,5867,-7,554.5,-599.5,23081,23064,23517,22936,23346,-20,-34,22793,22741,22877,-465,22945,23516
29179,MO,Reynolds,-0.191,-6.081,6270,-2.786,-3.295,0,0.10,-5.78,-2.83,0.096899225,8.28,22.88,20.06,96.07,0.67,0.18,0.55,0.96,1.55,1.05,40.63,-7.69,-56.98,16.36,-27.27,6433,45,12,37,64,104,0.585906572,0,0,0,21.4316609,41.26297578,18.20934256,8.023356401,11.07266436,2.31,7.354056103,14.29112964,79.26459439,37,6315,0.031670625,842,1908,991,4624,512,2638,0,371,0,0,377,2091,194,2638,0.506730008,32,0.047505938,3,2,0,0,808.48,1343,6696,1532,6.5,-190,-388,6548,6454,6676,6400,6565,0,-220,6292,6347,6260,-186,6282,6690
29181,MO,Ripley,-0.984,-5.772,13288,-4.652,-1.12,-0.128,4.37,-0.11,-0.41,0.378282154,22.40,23.45,18.77,96.19,0.35,0.31,0.87,1.01,1.41,4.18,880.00,46.67,-28.24,7.58,25.95,13563,49,44,122,142,199,0.555028117,0.240999051,0,0,20.0062487,42.01208082,21.59966674,5.509268902,10.87273485,2.65,12.45634459,15.28909585,78.9483896,76,13693,0,2074,4034,1921,9602,1044,5154,0.240999051,529,33,0,788,4069,642,5154,0,0,0,0,0,33,0,629.54,2646,14100,3307,51,-55.5,-15.5,14028,13985,14102,13932,14140,-18,-158,13788,13775,13565,-656,13420,14106
29183,MO,St. Charles,0.813,11.116,402022,6.619,4.497,1.201,26.98,17.13,9.13,0.813540728,643.22,25.76,11.20,89.07,4.11,2.16,0.19,2.77,1.75,20.63,95.79,224.95,16.11,139.06,106.95,321078,14827,7789,692,9983,6310,4.024770183,0.668230829,0.528738285,0.704493131,5.264635794,25.1472307,22.49707815,9.264529545,37.82652581,2.64,9.452237578,9.767496526,80.389649,15696,389985,0.214623639,59287,66271,13874,263532,99685,144643,1.977511956,24415,2606,1019,14128,116278,13672,144643,0.95054938,3707,0.055643166,217,837,7712,2062,560.44,40378,360485,92860,2328.5,26122.5,49042.5,369111,374288,361803,379844,365582,4345,16270,384978,390541,395130,23949,398780,360495
29185,MO,St. Clair,0.085,-4.337,9397,-0.143,-4.194,-0.428,1.59,-0.24,-4.28,-0.025778511,14.63,19.99,23.41,95.52,0.48,0.12,0.59,1.73,1.80,0.30,135.00,-14.29,-19.44,78.95,50.43,9366,47,12,58,170,176,1.204305659,0.362357455,0.053287861,0.242365487,15.86959644,42.48168893,21.14031308,7.080281488,13.42812006,2.21,6.78623364,17.23218614,77.72661173,113,9383,0,1472,2958,1105,6963,935,4126,0.468933177,493,34,10,711,3207,280,4126,0.053287861,5,0,0,0,44,5,669.98,2295,9805,1960,-2.5,-415.5,-23.5,9527,9487,9823,9432,9693,-42,-412,9411,9288,9365,-14,9389,9805
29186,MO,Ste. Genevieve,0.095,-1.285,17894,-0.816,-0.469,0.684,1.70,-3.07,1.32,0.194736549,36.35,23.26,16.04,97.03,0.64,0.27,0.29,0.82,0.99,1.17,-5.65,68.97,15.56,12.88,51.69,17607,117,49,52,149,179,0.962453136,0.106317498,0.324548151,0.252312868,11.32135223,40.01266725,21.40764785,9.532103555,17.72622912,2.47,9.92430614,9.349593496,77.54415475,172,17871,0.05036092,2704,5054,1430,12631,2239,7134,0.369313413,1204,19,18,667,5532,708,7134,0.397291702,71,0.039169604,7,9,66,58,499.15,2911,18145,4221,35,237,-552.5,17868,17951,18127,17936,18196,124,-85,17804,17875,17792,-148,17877,18147
29187,MO,St. Francois,0.716,2.573,67215,3.138,-0.565,-0.04,17.47,14.48,1.30,0.346045578,144.64,22.04,14.31,92.77,4.22,0.37,0.35,1.19,1.16,13.91,149.68,39.08,21.28,74.05,47.95,60631,2759,242,228,778,756,1.015947665,0.283380061,0.134153327,0.196708149,15.56774594,37.67115949,23.52197484,9.19279148,14.04632824,2.38,10.94339623,11.81051786,68.26575672,674,66342,0.024117452,10977,17580,7265,46667,6555,24910,0.343673691,4290,188,49,2942,17005,2726,24910,0.307497513,204,0.034668837,23,16,228,89,451.89,9354,65359,14408,193,722.5,8076,65803,66102,65529,65784,65590,-26,-370,66232,66356,66674,2056,66737,65369
29189,MO,St. Louis,-0.102,-0.464,994205,-2.037,1.573,1.731,-1.71,-4.43,2.72,1.494177201,1967.22,23.44,14.96,68.87,23.20,3.45,0.16,2.51,1.86,-10.89,20.39,53.24,4.82,71.67,44.94,687984,231801,34466,1632,25024,18596,7.270768331,1.822999067,0.583167448,1.66225991,6.707304692,21.20138883,21.18529025,7.739643975,43.16637225,2.43,13.62195729,12.45555041,68.98081264,72612,998684,0.636537684,146073,146184,46247,689502,297633,403547,3.521934866,53365,18206,6708,50264,278370,54971,403547,1.028052918,10267,0.102534936,1024,6357,35173,5824,507.80,149493,998954,234174,15183.5,27631.5,-45037.5,1000761,1000456,998840,1000528,1000040,17286,15712,1001109,997837,996227,-20347,995219,998985
29195,MO,Saline,-0.564,-2.814,22761,-3.634,0.82,1.605,-1.62,-3.98,0.96,1.859182212,30.93,23.09,15.83,83.19,5.21,0.53,0.21,8.24,2.40,-7.08,-4.02,50.00,4.26,83.33,45.97,19441,1217,123,49,1925,562,6.215912042,0.887369059,1.467405419,2.312543798,15.93135643,39.38457492,21.89493063,4.832664869,17.95647314,2.54,9.133380051,12.8941836,68.90913338,1436,23102,0.017314518,3330,5990,2423,15209,2731,8562,0.541078694,735,205,198,1104,5900,782,8562,4.709548957,1088,0,0,4,125,339,755.50,3699,23370,5396,441.5,228.5,-946,23544,23355,23420,23398,23406,376,192,23226,23095,22910,-851,22890,23370
29197,MO,Schuyler,1.437,4.931,4660,1.914,3.017,0.405,6.26,1.34,-1.81,0.741981809,14.42,25.73,19.63,98.24,0.02,0.23,0.16,0.65,0.81,6.53,-50.00,42.86,-46.15,7.41,2.86,4353,1,10,7,29,36,0.510884052,0.355397601,0,0.251889169,14.3872715,46.91943128,21.09004739,6.025727827,11.577522,2.8,7.493702771,11.90176322,71.47355164,23,4502,0,623,1386,425,2954,342,1588,0.15548645,178,16,4,189,1135,119,1588,0,0,0,0,0,7,0,307.30,870,4431,1140,31,-75.5,56,4387,4370,4441,4392,4389,18,134,4500,4501,4518,85,4594,4431
29199,MO,Scotland,-0.729,1.281,4902,-3.285,4.566,-0.207,-2.81,-3.48,0.75,-0.040192926,11.09,28.12,18.15,98.29,0.06,0.23,0.25,0.68,0.47,-2.66,-70.00,175.00,71.43,-21.43,-20.69,4760,3,11,12,33,23,0.204164965,0.204164965,0,1.098901099,22.90395117,38.96562801,19.11339544,7.002891102,12.01413428,2.64,6.813186813,14.01098901,70.87912088,10,4898,0,595,1213,713,3113,374,1820,0,218,10,20,255,1290,124,1820,0,0,0,0,0,0,0,436.67,879,4843,1362,-2,37.5,-173,4865,4893,4840,4840,4835,-10,221,4821,4902,4948,-159,4938,4853
29201,MO,Scott,-0.677,-2.499,38280,-4.05,1.551,0.061,-3.05,-2.68,4.50,0.30591266,93.31,25.13,14.98,84.86,11.32,0.34,0.20,1.80,1.62,-5.58,5.19,43.01,-29.36,57.37,74.25,33257,4436,133,77,705,636,1.293604276,0.080043378,0.397634847,0.272232305,15.39074657,42.05791931,21.74061563,6.308118571,14.50259992,2.47,14.47368421,12.64583873,66.92377495,501,38729,0.0464768,5728,11081,4055,26347,3821,15428,0.663585427,1662,31,42,1951,10325,2233,15428,0.50349867,195,0,0,18,257,154,419.99,5872,39191,9850,123.5,1815.5,-1082.5,39161,39207,39261,38868,39147,24,609,39007,38760,38576,-1590,38541,39199
29203,MO,Shannon,-0.281,-3.281,8166,-3.257,-0.024,0.012,1.41,-0.01,1.07,0.120033609,8.41,23.35,17.32,94.94,0.19,0.18,0.90,1.65,2.27,1.91,14.29,275.00,-48.65,80.52,-14.29,8014,16,15,76,139,192,0.109143827,0.048508368,0.06063546,0,19.16652316,42.50043051,16.9278457,5.648355433,15.75684519,2.56,11.66088875,13.20516861,71.57264419,9,8246,0,983,2468,1113,5807,915,3173,0,328,4,0,419,2271,370,3173,0.06063546,5,0,0,0,0,5,1003.82,1462,8441,1971,10,89.5,-1,8332,8288,8443,8293,8412,1,-2,8273,8222,8235,-275,8189,8435
29205,MO,Shelby,-1.117,-6.834,5930,-5.813,-1.021,0.11,-6.27,-6.78,-0.96,0.110456554,12.72,25.06,19.44,97.32,0.50,0.20,0.14,1.11,0.74,-6.43,-51.52,85.71,-50.00,65.12,17.50,6202,32,13,9,71,47,0.313479624,0.115492493,0,0.162667751,9.899328859,42.59348035,24.16107383,6.351869607,16.99424736,2.35,8.296055307,15.8194388,75.23383489,19,6061,0,1008,1777,413,4172,709,2459,0.148490348,265,7,4,389,1850,204,2459,0,0,0,0,0,9,0,500.86,1239,6373,1597,7.5,-65.5,-460.5,6216,6152,6365,6092,6235,7,-65,6101,6044,5995,-370,5997,6372
29207,MO,Stoddard,-0.817,-3.337,29025,-2.175,-1.162,-0.057,0.89,-2.18,-0.25,0.257091007,36.40,22.79,17.84,96.54,0.91,0.17,0.30,1.19,1.01,0.55,2.24,82.14,-18.02,54.11,1.00,28931,274,51,91,356,302,0.51843318,0.237191651,0.186364869,0,19.29500874,40.18741503,20.70790445,6.569236745,13.24043504,2.48,9.080794249,13.92502568,68.71790483,153,29512,0.033884522,4265,8277,3974,20596,2727,11684,0.060992139,1353,70,0,1627,8029,1061,11684,0.186364869,55,0,0,10,18,55,823.22,5346,29968,6831,76.5,-73,-649.5,29814,29795,30027,29785,29851,-17,-349,29736,29498,29364,-653,29264,29968
29209,MO,Stone,0.792,-0.878,31952,2.975,-3.853,-0.025,12.37,9.86,-0.74,0.298951049,69.40,18.73,24.44,96.07,0.14,0.30,0.53,1.72,1.35,11.30,170.59,82.69,4.88,85.57,26.74,30938,46,95,172,553,436,1.87458369,0.815174295,0.364766708,0.404952885,13.47573296,33.1202837,27.99472187,7.010020205,18.39924127,2.42,6.066505724,14.06432521,81.99517172,591,31527,0.003171884,6789,8032,3268,24251,4462,12841,0.228375678,1700,257,52,1806,10529,779,12841,0.656580074,207,0.006343769,2,1,72,115,464.03,7870,32202,6032,85.5,-212.5,2820.5,31893,31658,32235,31445,32118,-8,-1242,31307,31471,31642,959,31701,32208
29211,MO,Sullivan,-2.31,-9.619,6089,-10.747,1.128,2.672,-7.00,-7.26,1.86,3.687560537,10.36,24.20,17.04,79.68,0.45,0.12,0.48,18.59,1.19,-17.79,233.33,-20.00,166.67,96.85,23.08,5350,30,8,32,1248,80,9.118252335,0,4.543295868,4.093836247,15.49642218,49.26207513,16.63685152,6.417710197,12.18694097,2.82,9.245630175,13.29346826,71.80312787,576,6317,1.725502612,744,2203,693,4472,545,2174,0.094981795,287,0,89,289,1561,201,2174,6.886180149,435,0.18996359,12,109,6,287,647.98,1144,6714,1625,266.5,134.5,-525,6556,6497,6737,6472,6663,180,76,6366,6333,6212,-724,6233,6714
29213,MO,Taney,0.375,7.757,55928,6.508,1.249,0.401,30.15,18.40,4.11,1.064679598,81.71,22.11,17.71,91.11,0.78,0.64,0.73,4.83,2.18,25.05,213.95,141.91,21.68,159.25,99.82,47083,405,329,376,2494,1129,3.495979532,0.676169591,1.251827485,1.081999463,11.30189783,34.02530434,28.85811493,7.368029345,18.44665355,2.37,12.56371278,12.93481177,59.88554055,1913,54720,0.014619883,10857,12801,4252,37622,6940,22366,0.690789474,2772,370,242,2893,13394,2810,22366,1.522295322,833,0.497076023,272,8,378,685,632.44,9150,51675,11427,426.5,1645.5,7369,52901,53255,51902,53810,52652,208,648,54216,54608,55100,3378,55719,51672
29215,MO,Texas,-0.423,-2.473,25398,-2.281,-0.192,-0.234,13.06,7.36,-0.05,0.082433077,22.09,22.00,18.00,92.32,3.35,0.31,0.64,1.63,1.83,8.97,1753.19,2.56,-19.71,92.31,13.91,24010,871,80,167,425,475,0.90763897,0.155817849,0,0.020879006,16.6384628,39.87117201,23.28729734,6.064741525,14.13832633,2.53,8.121933396,11.46257438,73.49410168,233,25671,0,4266,7304,3048,18319,2590,9579,0.712866659,1111,40,2,1098,7040,778,9579,0.019477231,5,0,0,0,183,0,1177.27,4682,26008,5721,19,-12,1696.5,25791,25685,26042,25659,25928,-61,-50,25660,25805,25650,-594,25506,26016
