FIPS,State,County,variable,value
23000,Maine,Maine,stderr_smoothed_covid_vaccinated_or_accept,0.0010082612712695583
26000,Michigan,Michigan,stderr_smoothed_covid_vaccinated_or_accept,0.00045157577634477315
27000,Minnesota,Minnesota,stderr_smoothed_covid_vaccinated_or_accept,0.0006633177551972603
29000,Missouri,Missouri,stderr_smoothed_covid_vaccinated_or_accept,0.0007029410566931654
28000,Mississippi,Mississippi,stderr_smoothed_covid_vaccinated_or_accept,0.0010325268516324575
30000,Montana,Montana,stderr_smoothed_covid_vaccinated_or_accept,0.0013348157947293531
37000,North Carolina,North Carolina,stderr_smoothed_covid_vaccinated_or_accept,0.0005079295361002582
38000,North Dakota,North Dakota,stderr_smoothed_covid_vaccinated_or_accept,0.001901348308790984
31000,Nebraska,Nebraska,stderr_smoothed_covid_vaccinated_or_accept,0.0010832190843516202
33000,New Hampshire,New Hampshire,stderr_smoothed_covid_vaccinated_or_accept,0.0009992609080410146
34000,New Jersey,New Jersey,stderr_smoothed_covid_vaccinated_or_accept,0.00055772495379821
35000,New Mexico,New Mexico,stderr_smoothed_covid_vaccinated_or_accept,0.0008341068514938321
32000,Nevada,Nevada,stderr_smoothed_covid_vaccinated_or_accept,0.0010431227362117748
36000,New York,New York,stderr_smoothed_covid_vaccinated_or_accept,0.0003828360111815067
39000,Ohio,Ohio,stderr_smoothed_covid_vaccinated_or_accept,0.00048013664214302185
40000,Oklahoma,Oklahoma,stderr_smoothed_covid_vaccinated_or_accept,0.0008006972014243648
41000,Oregon,Oregon,stderr_smoothed_covid_vaccinated_or_accept,0.0007068067858774774
42000,Pennsylvania,Pennsylvania,stderr_smoothed_covid_vaccinated_or_accept,0.0004331787357685828
44000,Rhode Island,Rhode Island,stderr_smoothed_covid_vaccinated_or_accept,0.001254362979322043
45000,South Carolina,South Carolina,stderr_smoothed_covid_vaccinated_or_accept,0.0006786510516919623
46000,South Dakota,South Dakota,stderr_smoothed_covid_vaccinated_or_accept,0.0015800531883181212
47000,Tennessee,Tennessee,stderr_smoothed_covid_vaccinated_or_accept,0.0006709162834247846
48000,Texas,Texas,stderr_smoothed_covid_vaccinated_or_accept,0.0003475869960042439
49000,Utah,Utah,stderr_smoothed_covid_vaccinated_or_accept,0.0008893824650051999
51000,Virginia,Virginia,stderr_smoothed_covid_vaccinated_or_accept,0.0005035830796857855
50000,Vermont,Vermont,stderr_smoothed_covid_vaccinated_or_accept,0.00133895440610559
53000,Washington,Washington,stderr_smoothed_covid_vaccinated_or_accept,0.0005150400883151646
55000,Wisconsin,Wisconsin,stderr_smoothed_covid_vaccinated_or_accept,0.0006417015305398031
54000,West Virginia,West Virginia,stderr_smoothed_covid_vaccinated_or_accept,0.001033726270583834
56000,Wyoming,Wyoming,stderr_smoothed_covid_vaccinated_or_accept,0.0020562785156410055
02000,Alaska,Alaska,num_smoothed_covid_vaccinated_or_accept,51357.75712280498
01000,Alabama,Alabama,num_smoothed_covid_vaccinated_or_accept,218192.2746276247
05000,Arkansas,Arkansas,num_smoothed_covid_vaccinated_or_accept,158757.69806562806
04000,Arizona,Arizona,num_smoothed_covid_vaccinated_or_accept,345601.8481245421
06000,California,California,num_smoothed_covid_vaccinated_or_accept,1623495.7908267828
08000,Colorado,Colorado,num_smoothed_covid_vaccinated_or_accept,321233.80661638937
09000,Connecticut,Connecticut,num_smoothed_covid_vaccinated_or_accept,271168.9561745941
10000,Delaware,Delaware,num_smoothed_covid_vaccinated_or_accept,76607.89018606601
12000,Florida,Florida,num_smoothed_covid_vaccinated_or_accept,1057360.3999929067
13000,Georgia,Georgia,num_smoothed_covid_vaccinated_or_accept,379672.92833762645
15000,Hawaii,Hawaii,num_smoothed_covid_vaccinated_or_accept,70185.545401789
19000,Iowa,Iowa,num_smoothed_covid_vaccinated_or_accept,222495.70215821327
16000,Idaho,Idaho,num_smoothed_covid_vaccinated_or_accept,108847.74031737866
17000,Illinois,Illinois,num_smoothed_covid_vaccinated_or_accept,691650.2192375368
18000,Indiana,Indiana,num_smoothed_covid_vaccinated_or_accept,351204.0521682314
20000,Kansas,Kansas,num_smoothed_covid_vaccinated_or_accept,178943.3317357169
21000,Kentucky,Kentucky,num_smoothed_covid_vaccinated_or_accept,239746.62035591577
22000,Louisiana,Louisiana,num_smoothed_covid_vaccinated_or_accept,213863.87551530547
25000,Massachusetts,Massachusetts,num_smoothed_covid_vaccinated_or_accept,351674.27206436964
24000,Maryland,Maryland,num_smoothed_covid_vaccinated_or_accept,291352.5073480486
23000,Maine,Maine,num_smoothed_covid_vaccinated_or_accept,128064.11415040783
26000,Michigan,Michigan,num_smoothed_covid_vaccinated_or_accept,688484.907072811
27000,Minnesota,Minnesota,num_smoothed_covid_vaccinated_or_accept,288504.2570929884
29000,Missouri,Missouri,num_smoothed_covid_vaccinated_or_accept,293346.9444883602
28000,Mississippi,Mississippi,num_smoothed_covid_vaccinated_or_accept,138931.98470023
30000,Montana,Montana,num_smoothed_covid_vaccinated_or_accept,81073.0807734412
37000,North Carolina,North Carolina,num_smoothed_covid_vaccinated_or_accept,556090.7587919176
38000,North Dakota,North Dakota,num_smoothed_covid_vaccinated_or_accept,40377.85091382878
31000,Nebraska,Nebraska,num_smoothed_covid_vaccinated_or_accept,116753.81480183356
33000,New Hampshire,New Hampshire,num_smoothed_covid_vaccinated_or_accept,120673.4869988487
34000,New Jersey,New Jersey,num_smoothed_covid_vaccinated_or_accept,400522.1357766849
35000,New Mexico,New Mexico,num_smoothed_covid_vaccinated_or_accept,181275.12953392073
32000,Nevada,Nevada,num_smoothed_covid_vaccinated_or_accept,128904.2739360627
36000,New York,New York,num_smoothed_covid_vaccinated_or_accept,886885.6863176543
39000,Ohio,Ohio,num_smoothed_covid_vaccinated_or_accept,629808.7774154375
40000,Oklahoma,Oklahoma,num_smoothed_covid_vaccinated_or_accept,228131.43119162138
41000,Oregon,Oregon,num_smoothed_covid_vaccinated_or_accept,265735.29846125736
42000,Pennsylvania,Pennsylvania,num_smoothed_covid_vaccinated_or_accept,733538.2689107574
44000,Rhode Island,Rhode Island,num_smoothed_covid_vaccinated_or_accept,73975.03367512274
45000,South Carolina,South Carolina,num_smoothed_covid_vaccinated_or_accept,319350.41685064195
46000,South Dakota,South Dakota,num_smoothed_covid_vaccinated_or_accept,56876.99266012081
47000,Tennessee,Tennessee,num_smoothed_covid_vaccinated_or_accept,327410.5854808241
48000,Texas,Texas,num_smoothed_covid_vaccinated_or_accept,1164805.0861340812
49000,Utah,Utah,num_smoothed_covid_vaccinated_or_accept,168433.66336206286
51000,Virginia,Virginia,num_smoothed_covid_vaccinated_or_accept,524856.204377557
50000,Vermont,Vermont,num_smoothed_covid_vaccinated_or_accept,61035.157070354755
53000,Washington,Washington,num_smoothed_covid_vaccinated_or_accept,466776.56735024904
55000,Wisconsin,Wisconsin,num_smoothed_covid_vaccinated_or_accept,336318.25744946755
54000,West Virginia,West Virginia,num_smoothed_covid_vaccinated_or_accept,135778.0171855711
56000,Wyoming,Wyoming,num_smoothed_covid_vaccinated_or_accept,35033.6333026753
02000,Alaska,Alaska,sample_size_for_covid_vaccinated_or_accept_question,68210.0
01000,Alabama,Alabama,sample_size_for_covid_vaccinated_or_accept_question,326624.70160000015
05000,Arkansas,Arkansas,sample_size_for_covid_vaccinated_or_accept_question,225664.99440000008
04000,Arizona,Arizona,sample_size_for_covid_vaccinated_or_accept_question,452273.1242999999
06000,California,California,sample_size_for_covid_vaccinated_or_accept_question,1979956.1840000006
08000,Colorado,Colorado,sample_size_for_covid_vaccinated_or_accept_question,402786.32519999996
09000,Connecticut,Connecticut,sample_size_for_covid_vaccinated_or_accept_question,321988.0
10000,Delaware,Delaware,sample_size_for_covid_vaccinated_or_accept_question,99133.56209999995
12000,Florida,Florida,sample_size_for_covid_vaccinated_or_accept_question,1444761.0322999994
13000,Georgia,Georgia,sample_size_for_covid_vaccinated_or_accept_question,551401.0242999999
15000,Hawaii,Hawaii,sample_size_for_covid_vaccinated_or_accept_question,85647.0
19000,Iowa,Iowa,sample_size_for_covid_vaccinated_or_accept_question,297535.9174999999
16000,Idaho,Idaho,sample_size_for_covid_vaccinated_or_accept_question,154975.02339999995
17000,Illinois,Illinois,sample_size_for_covid_vaccinated_or_accept_question,886035.7395999999
18000,Indiana,Indiana,sample_size_for_covid_vaccinated_or_accept_question,490363.2963000001
20000,Kansas,Kansas,sample_size_for_covid_vaccinated_or_accept_question,239108.72989999995
21000,Kentucky,Kentucky,sample_size_for_covid_vaccinated_or_accept_question,332955.1249999999
22000,Louisiana,Louisiana,sample_size_for_covid_vaccinated_or_accept_question,318778.5662
25000,Massachusetts,Massachusetts,sample_size_for_covid_vaccinated_or_accept_question,414432.1755000002
24000,Maryland,Maryland,sample_size_for_covid_vaccinated_or_accept_question,353305.2737
23000,Maine,Maine,sample_size_for_covid_vaccinated_or_accept_question,161504.38280000005
26000,Michigan,Michigan,sample_size_for_covid_vaccinated_or_accept_question,916499.1753999996
27000,Minnesota,Minnesota,sample_size_for_covid_vaccinated_or_accept_question,359162.32319999987
29000,Missouri,Missouri,sample_size_for_covid_vaccinated_or_accept_question,406451.33409999986
28000,Mississippi,Mississippi,sample_size_for_covid_vaccinated_or_accept_question,210211.7009
30000,Montana,Montana,sample_size_for_covid_vaccinated_or_accept_question,111707.7332
37000,North Carolina,North Carolina,sample_size_for_covid_vaccinated_or_accept_question,758725.8934
38000,North Dakota,North Dakota,sample_size_for_covid_vaccinated_or_accept_question,56681.91389999999
31000,Nebraska,Nebraska,sample_size_for_covid_vaccinated_or_accept_question,152154.17319999996
33000,New Hampshire,New Hampshire,sample_size_for_covid_vaccinated_or_accept_question,146908.61719999992
34000,New Jersey,New Jersey,sample_size_for_covid_vaccinated_or_accept_question,494342.79509999993
35000,New Mexico,New Mexico,sample_size_for_covid_vaccinated_or_accept_question,224981.27599999993
32000,Nevada,Nevada,sample_size_for_covid_vaccinated_or_accept_question,171433.66439999995
36000,New York,New York,sample_size_for_covid_vaccinated_or_accept_question,1117519.0704999994
39000,Ohio,Ohio,sample_size_for_covid_vaccinated_or_accept_question,875139.1212000005
40000,Oklahoma,Oklahoma,sample_size_for_covid_vaccinated_or_accept_question,321654.0708
41000,Oregon,Oregon,sample_size_for_covid_vaccinated_or_accept_question,338930.98569999996
42000,Pennsylvania,Pennsylvania,sample_size_for_covid_vaccinated_or_accept_question,959519.5602000001
44000,Rhode Island,Rhode Island,sample_size_for_covid_vaccinated_or_accept_question,88938.82450000003
45000,South Carolina,South Carolina,sample_size_for_covid_vaccinated_or_accept_question,456993.2712999999
46000,South Dakota,South Dakota,sample_size_for_covid_vaccinated_or_accept_question,76621.86269999998
47000,Tennessee,Tennessee,sample_size_for_covid_vaccinated_or_accept_question,471721.70749999996
48000,Texas,Texas,sample_size_for_covid_vaccinated_or_accept_question,1554215.0567999992
49000,Utah,Utah,sample_size_for_covid_vaccinated_or_accept_question,215305.60609999992
51000,Virginia,Virginia,sample_size_for_covid_vaccinated_or_accept_question,670505.9101999998
50000,Vermont,Vermont,sample_size_for_covid_vaccinated_or_accept_question,71998.10089999999
53000,Washington,Washington,sample_size_for_covid_vaccinated_or_accept_question,574575.2057
55000,Wisconsin,Wisconsin,sample_size_for_covid_vaccinated_or_accept_question,442156.7256000001
54000,West Virginia,West Virginia,sample_size_for_covid_vaccinated_or_accept_question,188441.35590000002
56000,Wyoming,Wyoming,sample_size_for_covid_vaccinated_or_accept_question,52920.473699999995
01000,Alabama,Alabama,No. accounts,15222.0
02000,Alaska,Alaska,No. accounts,3720.0
04000,Arizona,Arizona,No. accounts,35912.0
05000,Arkansas,Arkansas,No. accounts,9447.0
06000,California,California,No. accounts,268864.0
08000,Colorado,Colorado,No. accounts,26112.0
09000,Connecticut,Connecticut,No. accounts,18400.0
10000,Delaware,Delaware,No. accounts,2464.0
12000,Florida,Florida,No. accounts,99667.0
13000,Georgia,Georgia,No. accounts,51805.0
15000,Hawaii,Hawaii,No. accounts,5820.0
16000,Idaho,Idaho,No. accounts,5978.0
17000,Illinois,Illinois,No. accounts,64921.0
18000,Indiana,Indiana,No. accounts,21536.0
19000,Iowa,Iowa,No. accounts,11296.0
20000,Kansas,Kansas,No. accounts,10221.0
21000,Kentucky,Kentucky,No. accounts,14668.0
22000,Louisiana,Louisiana,No. accounts,18017.0
23000,Maine,Maine,No. accounts,5381.0
24000,Maryland,Maryland,No. accounts,32973.0
25000,Massachusetts,Massachusetts,No. accounts,46127.0
26000,Michigan,Michigan,No. accounts,40463.0
27000,Minnesota,Minnesota,No. accounts,29026.0
28000,Mississippi,Mississippi,No. accounts,5588.0
29000,Missouri,Missouri,No. accounts,20888.0
30000,Montana,Montana,No. accounts,2588.0
31000,Nebraska,Nebraska,No. accounts,7437.0
32000,Nevada,Nevada,No. accounts,18553.0
33000,New Hampshire,New Hampshire,No. accounts,6124.0
34000,New Jersey,New Jersey,No. accounts,40758.0
35000,New Mexico,New Mexico,No. accounts,6499.0
36000,New York,New York,No. accounts,154882.0
37000,North Carolina,North Carolina,No. accounts,35911.0
38000,North Dakota,North Dakota,No. accounts,1623.0
39000,Ohio,Ohio,No. accounts,53689.0
40000,Oklahoma,Oklahoma,No. accounts,12584.0
41000,Oregon,Oregon,No. accounts,27334.0
42000,Pennsylvania,Pennsylvania,No. accounts,63718.0
44000,Rhode Island,Rhode Island,No. accounts,4522.0
45000,South Carolina,South Carolina,No. accounts,16596.0
46000,South Dakota,South Dakota,No. accounts,2189.0
47000,Tennessee,Tennessee,No. accounts,29500.0
48000,Texas,Texas,No. accounts,140948.0
49000,Utah,Utah,No. accounts,10373.0
50000,Vermont,Vermont,No. accounts,2361.0
51000,Virginia,Virginia,No. accounts,38244.0
53000,Washington,Washington,No. accounts,33026.0
54000,West Virginia,West Virginia,No. accounts,6547.0
55000,Wisconsin,Wisconsin,No. accounts,20562.0
56000,Wyoming,Wyoming,No. accounts,1069.0
01000,Alabama,Alabama,No. tweets,96112.0
02000,Alaska,Alaska,No. tweets,25693.0
04000,Arizona,Arizona,No. tweets,266854.0
05000,Arkansas,Arkansas,No. tweets,56843.0
06000,California,California,No. tweets,1757315.0
08000,Colorado,Colorado,No. tweets,154054.0
09000,Connecticut,Connecticut,No. tweets,133749.0
10000,Delaware,Delaware,No. tweets,16433.0
12000,Florida,Florida,No. tweets,761125.0
13000,Georgia,Georgia,No. tweets,300849.0
15000,Hawaii,Hawaii,No. tweets,37784.0
16000,Idaho,Idaho,No. tweets,46228.0
17000,Illinois,Illinois,No. tweets,393013.0
18000,Indiana,Indiana,No. tweets,129021.0
19000,Iowa,Iowa,No. tweets,67065.0
20000,Kansas,Kansas,No. tweets,60229.0
21000,Kentucky,Kentucky,No. tweets,83817.0
22000,Louisiana,Louisiana,No. tweets,105795.0
23000,Maine,Maine,No. tweets,36623.0
24000,Maryland,Maryland,No. tweets,231986.0
25000,Massachusetts,Massachusetts,No. tweets,324492.0
26000,Michigan,Michigan,No. tweets,250414.0
27000,Minnesota,Minnesota,No. tweets,195860.0
28000,Mississippi,Mississippi,No. tweets,29619.0
29000,Missouri,Missouri,No. tweets,138613.0
30000,Montana,Montana,No. tweets,19101.0
31000,Nebraska,Nebraska,No. tweets,36997.0
32000,Nevada,Nevada,No. tweets,121982.0
33000,New Hampshire,New Hampshire,No. tweets,40411.0
34000,New Jersey,New Jersey,No. tweets,260353.0
35000,New Mexico,New Mexico,No. tweets,44484.0
36000,New York,New York,No. tweets,1074435.0
37000,North Carolina,North Carolina,No. tweets,213913.0
38000,North Dakota,North Dakota,No. tweets,8699.0
39000,Ohio,Ohio,No. tweets,320257.0
40000,Oklahoma,Oklahoma,No. tweets,71792.0
41000,Oregon,Oregon,No. tweets,189140.0
42000,Pennsylvania,Pennsylvania,No. tweets,417917.0
44000,Rhode Island,Rhode Island,No. tweets,32773.0
45000,South Carolina,South Carolina,No. tweets,109448.0
46000,South Dakota,South Dakota,No. tweets,13857.0
47000,Tennessee,Tennessee,No. tweets,175623.0
48000,Texas,Texas,No. tweets,749246.0
49000,Utah,Utah,No. tweets,57214.0
50000,Vermont,Vermont,No. tweets,20110.0
51000,Virginia,Virginia,No. tweets,248535.0
53000,Washington,Washington,No. tweets,208295.0
54000,West Virginia,West Virginia,No. tweets,37289.0
55000,Wisconsin,Wisconsin,No. tweets,141557.0
56000,Wyoming,Wyoming,No. tweets,5853.0
01000,Alabama,Alabama,Mean % low-credibility,0.4662761130882449
02000,Alaska,Alaska,Mean % low-credibility,0.34746079282120457
04000,Arizona,Arizona,Mean % low-credibility,0.5856599917682489
05000,Arkansas,Arkansas,Mean % low-credibility,0.36402369546304647
06000,California,California,Mean % low-credibility,0.3358843734863024
08000,Colorado,Colorado,Mean % low-credibility,0.3452648804746558
09000,Connecticut,Connecticut,Mean % low-credibility,0.26061603323852095
10000,Delaware,Delaware,Mean % low-credibility,0.26169477021547943
12000,Florida,Florida,Mean % low-credibility,0.6265240594019319
13000,Georgia,Georgia,Mean % low-credibility,0.3984421142787236
15000,Hawaii,Hawaii,Mean % low-credibility,0.643359009599987
16000,Idaho,Idaho,Mean % low-credibility,0.4747923205835853
17000,Illinois,Illinois,Mean % low-credibility,0.20349224232309254
18000,Indiana,Indiana,Mean % low-credibility,0.37834136613506586
19000,Iowa,Iowa,Mean % low-credibility,0.2526771867340521
20000,Kansas,Kansas,Mean % low-credibility,0.3786931429535231
21000,Kentucky,Kentucky,Mean % low-credibility,0.3495781736979914
22000,Louisiana,Louisiana,Mean % low-credibility,0.45342801411091743
23000,Maine,Maine,Mean % low-credibility,0.33741993377757984
24000,Maryland,Maryland,Mean % low-credibility,0.21873171674650246
25000,Massachusetts,Massachusetts,Mean % low-credibility,0.22186787386755574
26000,Michigan,Michigan,Mean % low-credibility,0.4476321895371852
27000,Minnesota,Minnesota,Mean % low-credibility,0.313915165484391
28000,Mississippi,Mississippi,Mean % low-credibility,0.44552254672281166
29000,Missouri,Missouri,Mean % low-credibility,0.33569018634539793
30000,Montana,Montana,Mean % low-credibility,0.5632421094262035
31000,Nebraska,Nebraska,Mean % low-credibility,0.2978547330130825
32000,Nevada,Nevada,Mean % low-credibility,0.5743524303318859
33000,New Hampshire,New Hampshire,Mean % low-credibility,0.37306723913310164
34000,New Jersey,New Jersey,Mean % low-credibility,0.341435307352567
35000,New Mexico,New Mexico,Mean % low-credibility,0.270595257612088
36000,New York,New York,Mean % low-credibility,0.26491391908497924
37000,North Carolina,North Carolina,Mean % low-credibility,0.35296611174201603
38000,North Dakota,North Dakota,Mean % low-credibility,0.3147199694359721
39000,Ohio,Ohio,Mean % low-credibility,0.40281581280841305
40000,Oklahoma,Oklahoma,Mean % low-credibility,0.3573270889070193
41000,Oregon,Oregon,Mean % low-credibility,0.3672793202605014
42000,Pennsylvania,Pennsylvania,Mean % low-credibility,0.3514850144313921
44000,Rhode Island,Rhode Island,Mean % low-credibility,0.2651539063993774
45000,South Carolina,South Carolina,Mean % low-credibility,0.5682582206236457
46000,South Dakota,South Dakota,Mean % low-credibility,0.25652879860120625
47000,Tennessee,Tennessee,Mean % low-credibility,0.5361693448332602
48000,Texas,Texas,Mean % low-credibility,0.34847384365103884
49000,Utah,Utah,Mean % low-credibility,0.234837330945816
50000,Vermont,Vermont,Mean % low-credibility,0.35218086371368534
51000,Virginia,Virginia,Mean % low-credibility,0.33607241186969566
53000,Washington,Washington,Mean % low-credibility,0.23507196137330325
54000,West Virginia,West Virginia,Mean % low-credibility,0.33694058819584727
55000,Wisconsin,Wisconsin,Mean % low-credibility,0.3945673450755788
56000,Wyoming,Wyoming,Mean % low-credibility,0.7258223917320131
01000,Alabama,Alabama,Stderr % low-credibility,0.04525621840539327
02000,Alaska,Alaska,Stderr % low-credibility,0.06450671335997812
04000,Arizona,Arizona,Stderr % low-credibility,0.030036026192718626
05000,Arkansas,Arkansas,Stderr % low-credibility,0.0469725642610776
06000,California,California,Stderr % low-credibility,0.00839981467620932
08000,Colorado,Colorado,Stderr % low-credibility,0.02788598638784494
09000,Connecticut,Connecticut,Stderr % low-credibility,0.025407843078050475
10000,Delaware,Delaware,Stderr % low-credibility,0.07329513764219435
12000,Florida,Florida,Stderr % low-credibility,0.01880310663826747
13000,Georgia,Georgia,Stderr % low-credibility,0.021416977174781315
15000,Hawaii,Hawaii,Stderr % low-credibility,0.07837123303962176
16000,Idaho,Idaho,Stderr % low-credibility,0.06900190524245293
17000,Illinois,Illinois,Stderr % low-credibility,0.012970650723085642
18000,Indiana,Indiana,Stderr % low-credibility,0.03241758076988261
19000,Iowa,Iowa,Stderr % low-credibility,0.037508911826089356
20000,Kansas,Kansas,Stderr % low-credibility,0.04590369163489654
21000,Kentucky,Kentucky,Stderr % low-credibility,0.03877695883911405
22000,Louisiana,Louisiana,Stderr % low-credibility,0.038945884768941334
23000,Maine,Maine,Stderr % low-credibility,0.05739768851363839
24000,Maryland,Maryland,Stderr % low-credibility,0.018916124216484274
25000,Massachusetts,Massachusetts,Stderr % low-credibility,0.0169298709150005
26000,Michigan,Michigan,Stderr % low-credibility,0.024498073791302224
27000,Minnesota,Minnesota,Stderr % low-credibility,0.024004510919613215
28000,Mississippi,Mississippi,Stderr % low-credibility,0.06466444062163598
29000,Missouri,Missouri,Stderr % low-credibility,0.030808528490219037
30000,Montana,Montana,Stderr % low-credibility,0.11189707221275674
31000,Nebraska,Nebraska,Stderr % low-credibility,0.047638778954982065
32000,Nevada,Nevada,Stderr % low-credibility,0.04099629420591757
33000,New Hampshire,New Hampshire,Stderr % low-credibility,0.051572478453470245
34000,New Jersey,New Jersey,Stderr % low-credibility,0.021612983466433523
35000,New Mexico,New Mexico,Stderr % low-credibility,0.04243998982084723
36000,New York,New York,Stderr % low-credibility,0.009681364707351222
37000,North Carolina,North Carolina,Stderr % low-credibility,0.024248302152341254
38000,North Dakota,North Dakota,Stderr % low-credibility,0.09515017752332677
39000,Ohio,Ohio,Stderr % low-credibility,0.020761910373979564
40000,Oklahoma,Oklahoma,Stderr % low-credibility,0.038141647672965746
41000,Oregon,Oregon,Stderr % low-credibility,0.02770772776127169
42000,Pennsylvania,Pennsylvania,Stderr % low-credibility,0.017767445775725064
44000,Rhode Island,Rhode Island,Stderr % low-credibility,0.06168396714327118
45000,South Carolina,South Carolina,Stderr % low-credibility,0.04411192930272591
46000,South Dakota,South Dakota,Stderr % low-credibility,0.07627131298482932
47000,Tennessee,Tennessee,Stderr % low-credibility,0.031523973853175055
48000,Texas,Texas,Stderr % low-credibility,0.011954665252767999
49000,Utah,Utah,Stderr % low-credibility,0.03425874178369806
50000,Vermont,Vermont,Stderr % low-credibility,0.10296601684252155
51000,Virginia,Virginia,Stderr % low-credibility,0.02254837213395463
53000,Washington,Washington,Stderr % low-credibility,0.02007883707300072
54000,West Virginia,West Virginia,Stderr % low-credibility,0.048824410342381934
55000,Wisconsin,Wisconsin,Stderr % low-credibility,0.0336615477065173
56000,Wyoming,Wyoming,Stderr % low-credibility,0.1880620840374712
01000,Alabama,Alabama,Min % low-credibility,0.0
02000,Alaska,Alaska,Min % low-credibility,0.0
04000,Arizona,Arizona,Min % low-credibility,0.0
05000,Arkansas,Arkansas,Min % low-credibility,0.0
06000,California,California,Min % low-credibility,0.0
08000,Colorado,Colorado,Min % low-credibility,0.0
09000,Connecticut,Connecticut,Min % low-credibility,0.0
10000,Delaware,Delaware,Min % low-credibility,0.0
12000,Florida,Florida,Min % low-credibility,0.0
13000,Georgia,Georgia,Min % low-credibility,0.0
15000,Hawaii,Hawaii,Min % low-credibility,0.0
16000,Idaho,Idaho,Min % low-credibility,0.0
17000,Illinois,Illinois,Min % low-credibility,0.0
18000,Indiana,Indiana,Min % low-credibility,0.0
19000,Iowa,Iowa,Min % low-credibility,0.0
20000,Kansas,Kansas,Min % low-credibility,0.0
21000,Kentucky,Kentucky,Min % low-credibility,0.0
22000,Louisiana,Louisiana,Min % low-credibility,0.0
23000,Maine,Maine,Min % low-credibility,0.0
24000,Maryland,Maryland,Min % low-credibility,0.0
25000,Massachusetts,Massachusetts,Min % low-credibility,0.0
26000,Michigan,Michigan,Min % low-credibility,0.0
27000,Minnesota,Minnesota,Min % low-credibility,0.0
28000,Mississippi,Mississippi,Min % low-credibility,0.0
29000,Missouri,Missouri,Min % low-credibility,0.0
30000,Montana,Montana,Min % low-credibility,0.0
31000,Nebraska,Nebraska,Min % low-credibility,0.0
32000,Nevada,Nevada,Min % low-credibility,0.0
33000,New Hampshire,New Hampshire,Min % low-credibility,0.0
34000,New Jersey,New Jersey,Min % low-credibility,0.0
35000,New Mexico,New Mexico,Min % low-credibility,0.0
36000,New York,New York,Min % low-credibility,0.0
37000,North Carolina,North Carolina,Min % low-credibility,0.0
38000,North Dakota,North Dakota,Min % low-credibility,0.0
39000,Ohio,Ohio,Min % low-credibility,0.0
40000,Oklahoma,Oklahoma,Min % low-credibility,0.0
41000,Oregon,Oregon,Min % low-credibility,0.0
42000,Pennsylvania,Pennsylvania,Min % low-credibility,0.0
44000,Rhode Island,Rhode Island,Min % low-credibility,0.0
45000,South Carolina,South Carolina,Min % low-credibility,0.0
46000,South Dakota,South Dakota,Min % low-credibility,0.0
47000,Tennessee,Tennessee,Min % low-credibility,0.0
48000,Texas,Texas,Min % low-credibility,0.0
49000,Utah,Utah,Min % low-credibility,0.0
50000,Vermont,Vermont,Min % low-credibility,0.0
51000,Virginia,Virginia,Min % low-credibility,0.0
53000,Washington,Washington,Min % low-credibility,0.0
54000,West Virginia,West Virginia,Min % low-credibility,0.0
55000,Wisconsin,Wisconsin,Min % low-credibility,0.0
56000,Wyoming,Wyoming,Min % low-credibility,0.0
01000,Alabama,Alabama,Max % low-credibility,100.0
02000,Alaska,Alaska,Max % low-credibility,100.0
04000,Arizona,Arizona,Max % low-credibility,100.0
05000,Arkansas,Arkansas,Max % low-credibility,100.0
06000,California,California,Max % low-credibility,100.0
08000,Colorado,Colorado,Max % low-credibility,100.0
09000,Connecticut,Connecticut,Max % low-credibility,100.0
10000,Delaware,Delaware,Max % low-credibility,100.0
12000,Florida,Florida,Max % low-credibility,100.0
13000,Georgia,Georgia,Max % low-credibility,100.0
15000,Hawaii,Hawaii,Max % low-credibility,100.0
16000,Idaho,Idaho,Max % low-credibility,100.0
17000,Illinois,Illinois,Max % low-credibility,100.0
18000,Indiana,Indiana,Max % low-credibility,100.0
19000,Iowa,Iowa,Max % low-credibility,100.0
20000,Kansas,Kansas,Max % low-credibility,100.0
21000,Kentucky,Kentucky,Max % low-credibility,100.0
22000,Louisiana,Louisiana,Max % low-credibility,100.0
23000,Maine,Maine,Max % low-credibility,100.0
24000,Maryland,Maryland,Max % low-credibility,100.0
25000,Massachusetts,Massachusetts,Max % low-credibility,100.0
26000,Michigan,Michigan,Max % low-credibility,100.0
27000,Minnesota,Minnesota,Max % low-credibility,100.0
28000,Mississippi,Mississippi,Max % low-credibility,100.0
29000,Missouri,Missouri,Max % low-credibility,100.0
30000,Montana,Montana,Max % low-credibility,100.0
31000,Nebraska,Nebraska,Max % low-credibility,100.0
32000,Nevada,Nevada,Max % low-credibility,100.0
33000,New Hampshire,New Hampshire,Max % low-credibility,100.0
34000,New Jersey,New Jersey,Max % low-credibility,100.0
35000,New Mexico,New Mexico,Max % low-credibility,100.0
36000,New York,New York,Max % low-credibility,100.0
37000,North Carolina,North Carolina,Max % low-credibility,100.0
38000,North Dakota,North Dakota,Max % low-credibility,100.0
39000,Ohio,Ohio,Max % low-credibility,100.0
40000,Oklahoma,Oklahoma,Max % low-credibility,100.0
41000,Oregon,Oregon,Max % low-credibility,100.0
42000,Pennsylvania,Pennsylvania,Max % low-credibility,100.0
44000,Rhode Island,Rhode Island,Max % low-credibility,100.0
45000,South Carolina,South Carolina,Max % low-credibility,100.0
